tconst,parentTconst,seasonNumber,episodeNumber
tt28069858,tt15018666,4.0,125.0
tt28069859,tt15018666,4.0,127.0
tt2806986,tt0123366,,
tt28069873,tt14279838,3.0,2.0
tt28069879,tt13198896,,
tt28069883,tt27952672,1.0,21.0
tt28069893,tt27952672,1.0,22.0
tt28069895,tt28069782,1.0,1.0
tt28069898,tt27952672,1.0,23.0
tt2806990,tt0065335,,
tt28069902,tt27952672,1.0,24.0
tt28069903,tt27812633,1.0,1.0
tt28069906,tt6664172,8.0,61.0
tt28069908,tt27952672,1.0,25.0
tt28069910,tt27812633,1.0,2.0
tt28069913,tt27812633,1.0,3.0
tt28069915,tt27812633,1.0,4.0
tt28069916,tt18234982,2.0,7.0
tt28069920,tt27812633,1.0,5.0
tt28069922,tt27812633,1.0,6.0
tt28069925,tt27812633,1.0,7.0
tt28069928,tt27812633,1.0,8.0
tt28069942,tt28069782,1.0,2.0
tt28069949,tt28022497,,
tt2806996,tt0065335,,
tt28069963,tt27853920,1.0,2.0
tt28069965,tt14279838,3.0,3.0
tt28069970,tt14350034,,
tt28069975,tt7078448,,
tt28069977,tt28023161,1.0,1.0
tt28069979,tt7078448,,
tt2806998,tt0123366,,
tt28069987,tt12560394,,
tt28069992,tt14437242,,
tt28069996,tt28023161,1.0,2.0
tt28069998,tt15079678,,
tt2807000,tt0065335,,
tt28070005,tt28023161,1.0,3.0
tt28070007,tt22641926,1.0,11.0
tt28070009,tt28023161,1.0,4.0
tt28070014,tt28023161,1.0,5.0
tt28070016,tt22040258,,
tt28070018,tt28069782,1.0,3.0
tt28070023,tt12995316,14.0,17.0
tt28070024,tt11554116,,
tt28070036,tt11101140,,
tt2807004,tt1112587,6.0,128.0
tt28070047,tt18923932,1.0,3.0
tt28070048,tt28069782,1.0,4.0
tt28070051,tt0445912,29.0,9.0
tt28070054,tt1151168,,
tt28070058,tt27108882,1.0,65.0
tt28070059,tt27049659,,
tt2807008,tt0053494,1.0,8092.0
tt28070086,tt24515556,1.0,12.0
tt28070092,tt13212208,,
tt28070093,tt8295400,,
tt28070096,tt28059756,1.0,3.0
tt28070098,tt6129756,,
tt2807010,tt1112587,6.0,129.0
tt28070106,tt0175383,1.0,2149.0
tt28070108,tt12311224,2.0,1.0
tt28070112,tt0175383,1.0,2150.0
tt28070120,tt12311224,2.0,2.0
tt28070129,tt22447592,,
tt28070131,tt1433870,15.0,32.0
tt28070133,tt5981670,,
tt28070134,tt12311224,2.0,3.0
tt28070137,tt12311224,2.0,4.0
tt28070138,tt5951488,14.0,67.0
tt2807014,tt0872041,,
tt28070142,tt12311224,2.0,6.0
tt28070144,tt27756857,1.0,4.0
tt28070146,tt9458840,,
tt28070150,tt15289008,,
tt28070151,tt11523198,,
tt28070152,tt9458840,,
tt28070153,tt15495428,4.0,1.0
tt28070156,tt23851774,,
tt28070157,tt12311224,2.0,9.0
tt28070158,tt14074618,3.0,29.0
tt2807016,tt1112587,6.0,130.0
tt28070162,tt12311224,2.0,5.0
tt28070163,tt27756857,1.0,5.0
tt28070165,tt0112004,1.0,6132.0
tt28070166,tt15495428,4.0,2.0
tt28070167,tt12311224,2.0,10.0
tt28070169,tt14955106,15.0,7.0
tt28070172,tt12311224,2.0,8.0
tt28070173,tt9458840,,
tt28070179,tt12311224,2.0,7.0
tt2807018,tt2739106,1.0,7.0
tt28070187,tt12311224,2.0,11.0
tt28070188,tt9458840,,
tt28070192,tt23851774,,
tt28070195,tt12311224,2.0,14.0
tt28070196,tt15495428,4.0,7.0
tt2807020,tt2739106,1.0,8.0
tt28070203,tt12311224,2.0,12.0
tt28070205,tt15495428,4.0,3.0
tt28070208,tt15495428,4.0,4.0
tt28070213,tt15495428,4.0,6.0
tt2807022,tt2739106,1.0,9.0
tt28070223,tt12311224,2.0,13.0
tt28070232,tt15495428,4.0,5.0
tt28070234,tt11947238,4.0,19.0
tt28070243,tt13586032,7.0,47.0
tt28070254,tt12311224,2.0,15.0
tt28070266,tt12311224,2.0,16.0
tt2807028,tt0053494,1.0,8093.0
tt28070283,tt27842847,,
tt28070286,tt19838076,3.0,5.0
tt28070291,tt11896286,1.0,48.0
tt28070297,tt11896286,1.0,49.0
tt2807030,tt1112587,6.0,131.0
tt28070302,tt27835402,1.0,19.0
tt28070303,tt22635418,1.0,13.0
tt28070306,tt11896286,1.0,50.0
tt28070320,tt11896286,1.0,51.0
tt28070321,tt0103434,1.0,7790.0
tt28070331,tt11896286,1.0,52.0
tt28070334,tt11896286,1.0,53.0
tt2807034,tt1112587,6.0,132.0
tt28070343,tt1152296,14.0,8.0
tt28070344,tt1152296,14.0,7.0
tt28070346,tt22325164,1.0,113.0
tt28070348,tt5471826,,
tt28070355,tt21215336,,
tt28070356,tt11896286,1.0,55.0
tt2807036,tt0764959,,
tt28070360,tt5471826,,
tt28070363,tt11896286,1.0,56.0
tt28070365,tt5106590,6.0,31.0
tt28070366,tt5981670,,
tt28070373,tt21158380,2.0,6.0
tt2807038,tt2454448,1.0,24.0
tt28070382,tt11896286,1.0,57.0
tt28070385,tt11565770,4.0,116.0
tt28070386,tt28058048,,
tt2807040,tt1112587,6.0,133.0
tt28070400,tt27201799,1.0,2.0
tt28070415,tt27201799,1.0,3.0
tt2807042,tt1636331,,
tt2807044,tt0434676,11.0,7.0
tt28070459,tt27201799,1.0,4.0
tt2807050,tt1636331,,
tt28070511,tt11896286,2.0,1.0
tt28070520,tt0249314,27.0,81.0
tt28070539,tt11896286,2.0,2.0
tt28070559,tt15319588,2.0,163.0
tt2807056,tt1636331,,
tt28070572,tt15338038,2.0,2.0
tt28070592,tt25420942,,
tt28070599,tt25420942,,
tt2807060,tt1636331,,
tt28070601,tt25420942,,
tt28070610,tt5988918,1.0,449.0
tt28070611,tt5988918,1.0,400.0
tt28070615,tt27754773,,
tt28070620,tt14310192,20.0,5.0
tt28070622,tt27687545,1.0,2.0
tt28070623,tt7174218,,
tt28070624,tt7174218,,
tt28070625,tt27687545,1.0,3.0
tt28070626,tt7174218,,
tt28070628,tt27687545,1.0,4.0
tt28070629,tt7174218,,
tt28070630,tt14310192,20.0,6.0
tt28070632,tt7174218,,
tt28070633,tt27687545,1.0,5.0
tt28070635,tt27687545,1.0,6.0
tt28070636,tt22523576,,
tt28070637,tt7174218,,
tt28070638,tt7174218,,
tt28070639,tt7174218,,
tt28070641,tt27687545,1.0,7.0
tt28070642,tt7174218,,
tt28070643,tt7174218,,
tt28070644,tt7174218,,
tt28070645,tt7174218,,
tt28070647,tt27687545,1.0,8.0
tt28070648,tt7174218,,
tt28070649,tt27687545,1.0,9.0
tt28070650,tt7174218,,
tt28070652,tt27687545,1.0,10.0
tt28070653,tt7174218,,
tt28070655,tt27687545,1.0,11.0
tt28070657,tt27687545,1.0,12.0
tt28070658,tt27687545,1.0,13.0
tt28070660,tt27687545,1.0,14.0
tt28070661,tt27687545,1.0,15.0
tt28070664,tt27687545,1.0,16.0
tt28070665,tt27687545,1.0,17.0
tt28070666,tt27687545,1.0,18.0
tt2807068,tt2792866,1.0,2.0
tt2807070,tt1636331,,
tt2807078,tt1371000,,
tt2807080,tt1371000,,
tt2807082,tt1371000,,
tt2807086,tt1371000,,
tt2807088,tt1371000,,
tt2807090,tt1371000,,
tt2807092,tt1371000,,
tt2807094,tt1371000,,
tt2807096,tt1371000,,
tt2807098,tt1371000,,
tt2807100,tt1636331,,
tt2807102,tt1371000,,
tt2807104,tt1371000,,
tt2807106,tt1371000,,
tt2807108,tt1371000,,
tt28071086,tt6708866,66.0,67.0
tt2807110,tt1371000,,
tt2807112,tt1371000,,
tt2807114,tt1371000,,
tt2807116,tt1371000,,
tt2807118,tt1371000,,
tt2807120,tt1371000,,
tt28071239,tt0270804,,
tt2807124,tt1371000,,
tt28071295,tt6708866,66.0,68.0
tt2807130,tt1636331,,
tt28071387,tt6708866,66.0,69.0
tt2807146,tt0360259,6.0,5.0
tt2807148,tt1636331,,
tt2807150,tt0360259,6.0,6.0
tt2807152,tt0360259,6.0,8.0
tt2807154,tt0329824,,
tt2807158,tt1019000,,
tt2807160,tt0379623,10.0,134.0
tt2807162,tt1517749,5.0,15.0
tt2807164,tt1752508,,
tt2807166,tt0493094,,
tt2807168,tt1830039,,
tt2807170,tt0083448,,
tt2807172,tt1198300,15.0,8.0
tt2807174,tt0487185,,
tt2807176,tt1748835,3.0,14.0
tt2807178,tt1084587,,
tt2807180,tt0184090,,
tt2807182,tt0165001,,
tt2807184,tt1740123,,
tt2807186,tt0231035,,
tt2807188,tt0315045,,
tt2807190,tt1660055,2.0,23.0
tt2807192,tt1747551,4.0,9.0
tt2807194,tt0162822,1.0,191.0
tt2807196,tt1500570,,
tt2807198,tt0247880,,
tt2807200,tt0167515,,
tt2807202,tt1772447,4.0,14.0
tt2807204,tt1028665,,
tt2807206,tt0414740,,
tt2807208,tt0154053,,
tt28072083,tt21438906,1.0,68.0
tt2807210,tt1638319,3.0,36.0
tt28072116,tt19838076,3.0,6.0
tt2807212,tt1638319,3.0,35.0
tt2807214,tt1638319,3.0,34.0
tt2807216,tt1638319,3.0,33.0
tt28072160,tt21438906,1.0,67.0
tt2807218,tt1746642,,
tt28072197,tt28021438,,
tt2807220,tt1181053,,
tt2807222,tt0380086,,
tt2807224,tt0445120,,
tt2807226,tt0787372,,
tt2807228,tt0787372,,
tt2807230,tt0348507,,
tt28072313,tt28021438,,
tt2807232,tt0348507,,
tt2807234,tt1002838,7.0,56.0
tt28072346,tt5005068,15.0,29.0
tt28072363,tt28021438,,
tt28072372,tt28021438,,
tt2807238,tt0320037,10.0,366.0
tt28072381,tt26928252,,
tt28072385,tt26427717,,
tt28072389,tt9009116,,
tt28072390,tt0270804,,
tt28072401,tt0270804,,
tt28072403,tt27238876,,
tt28072404,tt0802425,12.0,1.0
tt28072412,tt28016212,1.0,2.0
tt28072414,tt0802425,12.0,2.0
tt2807242,tt0320037,10.0,367.0
tt28072421,tt0802425,12.0,3.0
tt28072429,tt0802425,12.0,4.0
tt28072433,tt0802425,12.0,5.0
tt28072436,tt0802425,12.0,6.0
tt28072438,tt13353048,1.0,1.0
tt28072439,tt0802425,12.0,8.0
tt28072443,tt0802425,12.0,9.0
tt28072449,tt0802425,12.0,10.0
tt28072462,tt27687545,1.0,19.0
tt28072465,tt27687545,1.0,20.0
tt28072466,tt0802425,12.0,7.0
tt28072469,tt27687545,1.0,21.0
tt28072473,tt28016212,1.0,3.0
tt28072477,tt27687545,1.0,22.0
tt28072480,tt27687545,1.0,23.0
tt28072494,tt28016212,1.0,4.0
tt28072501,tt1637756,11.0,1.0
tt2807254,tt1159833,,
tt28072546,tt28027358,1.0,4.0
tt2807256,tt0166442,,
tt2807258,tt0396363,,
tt2807260,tt0346307,,
tt2807262,tt1092504,,
tt2807264,tt0356286,,
tt2807266,tt0827947,,
tt28072664,tt25397864,,
tt2807268,tt0827947,,
tt2807270,tt0421460,9.0,67.0
tt2807272,tt0827948,,
tt2807274,tt0421463,10.0,15.0
tt2807276,tt0442646,,
tt2807278,tt0115227,,
tt2807280,tt0780437,,
tt2807282,tt0115147,18.0,85.0
tt2807286,tt1718438,4.0,1.0
tt2807288,tt1362996,,
tt2807290,tt1705808,,
tt2807292,tt0068120,,
tt2807294,tt0423652,13.0,6.0
tt2807296,tt0403813,,
tt2807298,tt0284767,,
tt2807300,tt0360259,6.0,9.0
tt2807302,tt1057537,,
tt2807304,tt1710308,4.0,20.0
tt2807306,tt1280627,,
tt2807308,tt1095213,,
tt28073099,tt0802425,12.0,11.0
tt2807310,tt0270116,,
tt28073100,tt0802425,12.0,12.0
tt28073107,tt25397864,,
tt2807312,tt0458254,9.0,85.0
tt2807316,tt0454656,1.0,3.0
tt28073161,tt0802425,12.0,13.0
tt28073162,tt0802425,12.0,14.0
tt28073165,tt0802425,12.0,15.0
tt28073166,tt28027358,1.0,5.0
tt28073169,tt28058674,1.0,1.0
tt28073172,tt0802425,12.0,16.0
tt28073178,tt0802425,12.0,17.0
tt28073179,tt28058674,1.0,2.0
tt2807318,tt0334875,11.0,16.0
tt28073180,tt25397864,15.0,341.0
tt28073181,tt0802425,12.0,18.0
tt28073183,tt28058674,1.0,3.0
tt28073184,tt13345328,,
tt28073186,tt27687545,1.0,24.0
tt28073188,tt27687545,1.0,25.0
tt28073190,tt28058674,1.0,4.0
tt28073191,tt0802425,12.0,19.0
tt28073193,tt27687545,1.0,26.0
tt28073194,tt28027358,1.0,6.0
tt28073196,tt28058674,1.0,5.0
tt28073206,tt0802425,12.0,20.0
tt28073211,tt27687545,1.0,27.0
tt28073213,tt27687545,1.0,28.0
tt28073215,tt27687545,1.0,29.0
tt28073217,tt5005068,15.0,30.0
tt28073218,tt27687545,1.0,30.0
tt2807322,tt1198327,,
tt28073222,tt13304296,,
tt28073225,tt27687545,1.0,31.0
tt28073226,tt27687545,1.0,32.0
tt28073227,tt27687545,1.0,33.0
tt28073228,tt27687545,1.0,34.0
tt28073229,tt28027358,1.0,7.0
tt28073230,tt27687545,1.0,35.0
tt28073233,tt27687545,1.0,36.0
tt28073239,tt27687545,1.0,37.0
tt2807324,tt1198327,,
tt28073240,tt28027358,1.0,8.0
tt28073241,tt27687545,1.0,38.0
tt28073242,tt27687545,1.0,39.0
tt28073247,tt27687545,1.0,40.0
tt28073253,tt21030158,1.0,9.0
tt28073256,tt21030158,1.0,10.0
tt2807326,tt1198327,,
tt28073265,tt28027358,1.0,9.0
tt28073275,tt28027358,1.0,10.0
tt2807328,tt0360259,6.0,10.0
tt2807334,tt0158427,,
tt2807338,tt4957144,,
tt28073459,tt25420942,,
tt28073460,tt25420942,,
tt28073461,tt28027358,1.0,11.0
tt28073467,tt28027358,1.0,12.0
tt28073476,tt10573354,1.0,1036.0
tt28073477,tt10573354,1.0,1037.0
tt28073479,tt28027358,1.0,13.0
tt28073485,tt10573354,1.0,1038.0
tt28073507,tt28027358,1.0,15.0
tt28073512,tt6642458,,
tt28073517,tt12164342,12.0,98.0
tt2807352,tt1641247,2.0,0.0
tt28073523,tt12164342,12.0,99.0
tt28073526,tt28027358,1.0,14.0
tt28073534,tt12608698,,
tt28073554,tt12682354,,
tt28073555,tt12804078,,
tt28073557,tt27874311,,
tt2807364,tt1114745,7.0,93.0
tt2807370,tt2178137,2.0,9.0
tt2807372,tt2158640,1.0,8.0
tt28073760,tt12682354,,
tt28073762,tt28027358,1.0,16.0
tt28073765,tt10804950,,
tt28073766,tt8541850,,
tt28073767,tt1601141,17.0,25.0
tt28073773,tt5005068,15.0,32.0
tt28073775,tt28027358,1.0,17.0
tt28073776,tt15209128,2.0,2.0
tt28073780,tt10323286,,
tt28073786,tt15209128,2.0,20.0
tt28073788,tt21236756,2.0,3.0
tt28073790,tt22873360,,
tt28073793,tt15209128,2.0,10.0
tt28073797,tt5873366,,
tt28073808,tt5005068,15.0,31.0
tt28073810,tt28027358,1.0,18.0
tt28073812,tt27842817,,
tt28073814,tt11465274,,
tt28073818,tt21055930,1.0,1.0
tt28073821,tt28069807,1.0,1.0
tt28073822,tt25274446,2.0,1.0
tt28073823,tt28070105,1.0,1.0
tt28073826,tt28027358,1.0,19.0
tt28073833,tt23950448,1.0,41.0
tt28073834,tt10324336,,
tt28073835,tt23950448,1.0,42.0
tt28073836,tt23950448,1.0,44.0
tt28073837,tt23950448,1.0,45.0
tt28073839,tt23950448,1.0,43.0
tt28073840,tt23950448,1.0,46.0
tt28073841,tt23950448,1.0,47.0
tt28073843,tt23950448,1.0,49.0
tt28073844,tt23950448,1.0,48.0
tt28073845,tt23950448,1.0,50.0
tt28073846,tt23950448,1.0,52.0
tt28073847,tt23950448,1.0,53.0
tt28073848,tt23950448,1.0,51.0
tt28073849,tt23950448,1.0,54.0
tt28073850,tt23950448,1.0,55.0
tt28073851,tt23950448,1.0,56.0
tt28073852,tt23950448,1.0,57.0
tt28073853,tt23950448,1.0,59.0
tt28073854,tt23950448,1.0,58.0
tt28073856,tt23950448,1.0,61.0
tt28073857,tt23950448,1.0,60.0
tt28073858,tt23950448,1.0,62.0
tt28073859,tt28027358,1.0,20.0
tt2807386,tt2097524,1.0,16.0
tt28073860,tt23950448,1.0,63.0
tt28073861,tt23950448,1.0,64.0
tt28073862,tt23950448,1.0,66.0
tt28073863,tt23950448,1.0,65.0
tt28073864,tt23950448,1.0,67.0
tt28073865,tt23950448,1.0,69.0
tt28073867,tt11827352,,
tt28073868,tt23950448,1.0,68.0
tt28073869,tt23950448,1.0,70.0
tt28073870,tt23950448,1.0,71.0
tt28073871,tt23950448,1.0,72.0
tt28073872,tt23950448,1.0,74.0
tt28073873,tt23950448,1.0,73.0
tt28073874,tt23950448,1.0,77.0
tt28073875,tt23950448,1.0,76.0
tt28073876,tt23950448,1.0,75.0
tt28073877,tt23950448,1.0,78.0
tt28073878,tt23950448,1.0,80.0
tt28073879,tt23950448,1.0,79.0
tt2807388,tt2097524,1.0,17.0
tt28073880,tt23950448,1.0,81.0
tt28073881,tt23950448,1.0,82.0
tt28073882,tt23950448,1.0,83.0
tt28073883,tt23950448,1.0,85.0
tt28073884,tt23950448,1.0,87.0
tt28073885,tt23950448,1.0,84.0
tt28073886,tt23950448,1.0,88.0
tt28073887,tt23950448,1.0,86.0
tt28073889,tt23950448,1.0,89.0
tt28073891,tt23950448,1.0,92.0
tt28073892,tt23950448,1.0,91.0
tt28073893,tt23950448,1.0,90.0
tt28073894,tt23950448,1.0,93.0
tt28073895,tt23950448,1.0,95.0
tt28073896,tt23950448,1.0,96.0
tt28073897,tt23950448,1.0,94.0
tt28073898,tt23950448,1.0,98.0
tt28073899,tt10573354,1.0,1034.0
tt28073900,tt23950448,1.0,99.0
tt28073901,tt23950448,1.0,97.0
tt28073902,tt23950448,1.0,100.0
tt28073904,tt23950448,1.0,101.0
tt28073905,tt23950448,1.0,102.0
tt28073906,tt23950448,1.0,103.0
tt28073907,tt23950448,1.0,105.0
tt28073908,tt23950448,1.0,106.0
tt28073909,tt23950448,1.0,104.0
tt28073910,tt23950448,1.0,108.0
tt28073911,tt23950448,1.0,107.0
tt28073913,tt23950448,1.0,109.0
tt28073914,tt23950448,1.0,110.0
tt28073915,tt10178410,1.0,1.0
tt28073916,tt23950448,1.0,112.0
tt2807392,tt2097524,1.0,19.0
tt28073924,tt23950448,1.0,111.0
tt2807394,tt2097524,1.0,18.0
tt28073940,tt23950448,1.0,116.0
tt28073941,tt23950448,1.0,114.0
tt28073947,tt23950448,1.0,113.0
tt28073953,tt23950448,1.0,115.0
tt28073962,tt23950448,1.0,117.0
tt28073971,tt23950448,1.0,119.0
tt28073973,tt23950448,1.0,118.0
tt28073974,tt23950448,1.0,120.0
tt28073977,tt10178410,1.0,2.0
tt28073978,tt23950448,1.0,122.0
tt28073979,tt23950448,1.0,121.0
tt2807398,tt2097524,1.0,20.0
tt28073980,tt23950448,1.0,123.0
tt28073981,tt23950448,1.0,125.0
tt28073982,tt23950448,1.0,124.0
tt28073983,tt23950448,1.0,127.0
tt28073984,tt23950448,1.0,126.0
tt28073985,tt10178410,,
tt28073986,tt23950448,1.0,128.0
tt28073987,tt23950448,1.0,130.0
tt28073988,tt23950448,1.0,129.0
tt28073989,tt11465274,,
tt28073990,tt23950448,1.0,131.0
tt28073993,tt23950448,1.0,133.0
tt28073994,tt23950448,1.0,132.0
tt28073995,tt23950448,1.0,137.0
tt28073996,tt23950448,1.0,136.0
tt28073997,tt23950448,1.0,135.0
tt28073998,tt23950448,1.0,134.0
tt28073999,tt10178410,,
tt28074000,tt23950448,1.0,138.0
tt28074002,tt23950448,1.0,139.0
tt28074004,tt23950448,1.0,140.0
tt28074006,tt28027358,1.0,21.0
tt28074008,tt10178410,,
tt28074011,tt10178410,,
tt28074012,tt10178410,,
tt28074013,tt23950448,1.0,141.0
tt28074014,tt23950448,1.0,144.0
tt28074015,tt23950448,1.0,143.0
tt28074016,tt23950448,1.0,142.0
tt28074017,tt23950448,1.0,146.0
tt28074018,tt23950448,1.0,147.0
tt28074019,tt23950448,1.0,145.0
tt28074021,tt23950448,1.0,149.0
tt28074022,tt23950448,1.0,148.0
tt28074024,tt23950448,1.0,150.0
tt28074025,tt28054912,,
tt28074026,tt8698372,,
tt28074027,tt10178410,,
tt28074028,tt10178410,,
tt28074031,tt28027358,1.0,22.0
tt28074033,tt10178410,,
tt28074035,tt10178410,,
tt28074036,tt0350405,,
tt28074039,tt25474254,1.0,4.0
tt28074044,tt28027358,1.0,23.0
tt28074046,tt11827352,,
tt28074051,tt11572782,,
tt28074056,tt28027358,1.0,24.0
tt28074065,tt11990744,,
tt28074076,tt28027358,1.0,25.0
tt28074079,tt15837206,1.0,1.0
tt28074083,tt28054912,,
tt28074094,tt28027358,1.0,26.0
tt28074169,tt10087444,4.0,11.0
tt28074174,tt0231035,,
tt28074176,tt10087444,4.0,12.0
tt28074179,tt28070337,1.0,1.0
tt2807418,tt0162822,1.0,348.0
tt28074181,tt10087444,4.0,13.0
tt28074182,tt28070337,1.0,2.0
tt28074183,tt10087444,4.0,14.0
tt28074185,tt28027358,1.0,27.0
tt28074186,tt28070337,1.0,3.0
tt28074187,tt28070337,1.0,4.0
tt28074188,tt13489894,,
tt28074193,tt27618111,,
tt28074197,tt10975964,,
tt28074201,tt10324336,,
tt28074202,tt28053692,,
tt28074203,tt28027358,1.0,28.0
tt28074205,tt5359400,,
tt28074209,tt12998968,,
tt28074212,tt11465274,,
tt28074215,tt28027358,1.0,29.0
tt28074217,tt24515530,4.0,15.0
tt28074222,tt28027358,1.0,30.0
tt28074223,tt27049659,,
tt28074251,tt11554360,,
tt28074252,tt25502742,1.0,106.0
tt28074259,tt27984762,1.0,4.0
tt28074260,tt12886244,,
tt28074261,tt10573354,1.0,1035.0
tt28074267,tt25420942,,
tt28074268,tt25420942,,
tt28074271,tt25420942,,
tt28074274,tt25420942,,
tt28074275,tt16077640,,
tt28074277,tt25420942,,
tt28074278,tt25420942,,
tt28074280,tt25420942,,
tt28074300,tt27956160,1.0,21.0
tt28074303,tt5005068,15.0,33.0
tt28074304,tt28022891,,
tt28074308,tt28022891,,
tt28074314,tt0244912,42.0,40.0
tt28074356,tt24013752,2.0,32.0
tt28074362,tt25397864,,
tt28074365,tt11554116,,
tt28074368,tt27662525,1.0,27.0
tt28074370,tt24059730,1.0,90.0
tt28074377,tt13777138,3.0,99.0
tt28074381,tt28074306,6.0,10.0
tt28074382,tt28074306,6.0,7.0
tt28074389,tt10975964,,
tt28074391,tt26902819,1.0,2.0
tt28074396,tt26902819,1.0,3.0
tt28074397,tt28044918,1.0,1.0
tt28074398,tt11101140,,
tt28074402,tt26457524,,
tt28074404,tt26457524,,
tt28074405,tt26902819,1.0,5.0
tt28074411,tt26457524,,
tt28074415,tt26902819,1.0,6.0
tt28074416,tt26902819,1.0,7.0
tt28074417,tt26902819,1.0,8.0
tt28074419,tt26902819,1.0,9.0
tt2807444,tt0172026,1.0,38.0
tt28074444,tt26902819,1.0,10.0
tt28074446,tt26902819,1.0,11.0
tt28074447,tt25420942,,
tt28074448,tt25420942,,
tt28074450,tt26902819,1.0,12.0
tt28074452,tt26902819,1.0,13.0
tt28074453,tt11764492,,
tt28074456,tt26902819,1.0,14.0
tt28074464,tt26902819,1.0,15.0
tt28074469,tt26902819,1.0,16.0
tt28074471,tt25420942,,
tt28074474,tt25420942,,
tt28074479,tt5005068,15.0,34.0
tt28074483,tt26902819,1.0,18.0
tt28074487,tt26757497,,
tt28074488,tt26757497,,
tt28074489,tt26902819,1.0,19.0
tt28074490,tt26757497,,
tt28074492,tt26757497,,
tt28074496,tt26902819,1.0,20.0
tt2807450,tt0241383,15.0,23.0
tt28074505,tt26902819,1.0,21.0
tt28074507,tt26902819,1.0,22.0
tt28074513,tt26902819,1.0,23.0
tt28074520,tt26902819,1.0,24.0
tt28074525,tt27161705,1.0,25.0
tt28074526,tt27873678,1.0,5.0
tt28074529,tt27161705,1.0,26.0
tt28074530,tt13610512,3.0,0.0
tt28074531,tt27161705,1.0,27.0
tt28074532,tt13610512,3.0,1.0
tt28074536,tt27161705,1.0,28.0
tt2807456,tt0068069,1.0,6524.0
tt28074595,tt25420942,,
tt28074624,tt5005068,15.0,36.0
tt28074634,tt28074157,1.0,1.0
tt2807470,tt0068069,1.0,6525.0
tt28074726,tt27898248,1.0,7.0
tt2807480,tt1582455,1.0,4.0
tt28074808,tt28074773,1.0,1.0
tt28074812,tt18376400,1.0,21.0
tt2807482,tt0382427,,
tt28074833,tt28074773,1.0,2.0
tt28074852,tt28074773,1.0,3.0
tt28074873,tt5005068,15.0,35.0
tt28074886,tt27903421,1.0,1.0
tt28074887,tt27903421,1.0,2.0
tt28074888,tt28074773,1.0,4.0
tt28074890,tt27903421,1.0,3.0
tt28074891,tt27903421,1.0,4.0
tt28074892,tt10333686,5.0,7.0
tt28074893,tt27903421,1.0,5.0
tt28074894,tt27903421,1.0,6.0
tt28074895,tt27903421,1.0,7.0
tt28074896,tt27903421,1.0,8.0
tt28074897,tt28074773,1.0,5.0
tt28074898,tt0041003,,
tt28074899,tt28074773,1.0,6.0
tt28074902,tt28074773,1.0,7.0
tt28074905,tt28074773,1.0,9.0
tt28074907,tt28074773,1.0,8.0
tt28074908,tt28074773,1.0,10.0
tt28074913,tt0370206,1.0,8.0
tt28074929,tt28069923,,
tt28074962,tt5359400,,
tt2807498,tt2245989,3.0,1.0
tt28074991,tt0365990,,
tt28074998,tt21266574,,
tt28075003,tt24668638,,
tt28075016,tt27954677,10.0,4.0
tt28075024,tt4994212,,
tt28075025,tt9510632,,
tt28075026,tt28074889,1.0,1.0
tt28075028,tt9510632,,
tt28075030,tt9510632,,
tt28075031,tt9510632,,
tt28075032,tt9510632,,
tt28075033,tt4994212,,
tt28075035,tt25420942,,
tt28075036,tt25420942,,
tt28075040,tt28074889,1.0,2.0
tt28075044,tt4994212,,
tt28075046,tt28074889,1.0,3.0
tt28075049,tt4206808,,
tt28075050,tt22031960,2.0,5.0
tt28075051,tt22031960,2.0,6.0
tt28075053,tt28074889,1.0,4.0
tt28075054,tt22031960,2.0,7.0
tt28075056,tt22031960,2.0,8.0
tt28075060,tt22031960,2.0,9.0
tt28075062,tt22031960,2.0,10.0
tt2807508,tt2245989,3.0,2.0
tt28075087,tt28074889,1.0,5.0
tt28075090,tt23810452,,
tt28075095,tt28074889,1.0,6.0
tt28075097,tt28074889,1.0,7.0
tt28075099,tt9163854,1.0,290.0
tt28075103,tt28074889,1.0,8.0
tt28075107,tt27493290,,
tt28075110,tt15054972,5.0,29.0
tt28075170,tt27493290,,
tt28075184,tt15054972,5.0,30.0
tt28075198,tt27928319,1.0,10.0
tt2807520,tt2781594,1.0,25.0
tt28075220,tt6917254,6.0,6.0
tt28075221,tt15054972,5.0,31.0
tt28075223,tt6917254,6.0,7.0
tt28075224,tt6917254,6.0,8.0
tt28075226,tt5579336,,
tt28075238,tt27049659,,
tt28075242,tt11465472,,
tt28075245,tt12312228,,
tt28075252,tt12312228,,
tt28075254,tt15054972,5.0,32.0
tt28075255,tt13645408,,
tt28075258,tt13645408,,
tt28075262,tt12943816,,
tt28075263,tt6982348,,
tt28075264,tt15054972,5.0,33.0
tt28075265,tt11992498,,
tt28075275,tt0368470,27.0,109.0
tt28075277,tt28020777,2.0,3.0
tt2807528,tt2245989,3.0,3.0
tt28075283,tt28020777,2.0,4.0
tt28075327,tt28020777,2.0,5.0
tt28075364,tt28020777,2.0,6.0
tt28075384,tt28020777,2.0,7.0
tt28075396,tt11274898,,
tt28075403,tt28020777,2.0,8.0
tt28075414,tt11093718,4.0,32.0
tt28075420,tt27487417,,
tt28075425,tt22037116,1.0,184.0
tt28075437,tt27618504,1.0,56.0
tt28075457,tt22325164,1.0,114.0
tt28075459,tt21273072,3.0,3.0
