tconst,ordering,nconst,category,job,characters
tt8974744,4,nm0142494,actress,,"[""Suzana""]"
tt8974744,5,nm0525402,actor,,"[""Guilherme""]"
tt8974744,6,nm0206914,actor,,"[""Raul""]"
tt8974744,7,nm0686259,director,,
tt8974744,8,nm1158556,writer,,
tt8974744,9,nm1160628,writer,,
tt8974746,1,nm0009496,actress,,"[""Teresa""]"
tt8974746,2,nm0018067,actress,,"[""Camila""]"
tt8974746,3,nm0137132,actor,,"[""Gabriel""]"
tt8974746,4,nm0142494,actress,,"[""Suzana""]"
tt8974746,5,nm0525402,actor,,"[""Guilherme""]"
tt8974746,6,nm0206914,actor,,"[""Raul""]"
tt8974746,7,nm0686259,director,,
tt8974746,8,nm1158556,writer,,
tt8974746,9,nm1160628,writer,,
tt8974748,1,nm0009496,actress,,"[""Teresa""]"
tt8974748,2,nm0018067,actress,,"[""Camila""]"
tt8974748,3,nm0137132,actor,,"[""Gabriel""]"
tt8974748,4,nm0142494,actress,,"[""Suzana""]"
tt8974748,5,nm0525402,actor,,"[""Guilherme""]"
tt8974748,6,nm0206914,actor,,"[""Raul""]"
tt8974748,7,nm0686259,director,,
tt8974748,8,nm1158556,writer,,
tt8974748,9,nm1160628,writer,,
tt8974750,1,nm0009496,actress,,"[""Teresa""]"
tt8974750,2,nm0018067,actress,,"[""Camila""]"
tt8974750,3,nm0137132,actor,,"[""Gabriel""]"
tt8974750,4,nm0142494,actress,,"[""Suzana""]"
tt8974750,5,nm0525402,actor,,"[""Guilherme""]"
tt8974750,6,nm0206914,actor,,"[""Raul""]"
tt8974750,7,nm0686259,director,,
tt8974750,8,nm1158556,writer,,
tt8974750,9,nm1160628,writer,,
tt8974752,1,nm0009496,actress,,"[""Teresa""]"
tt8974752,2,nm0018067,actress,,"[""Camila""]"
tt8974752,3,nm0137132,actor,,"[""Gabriel""]"
tt8974752,4,nm0142494,actress,,"[""Suzana""]"
tt8974752,5,nm0525402,actor,,"[""Guilherme""]"
tt8974752,6,nm0206914,actor,,"[""Raul""]"
tt8974752,7,nm0686259,director,,
tt8974752,8,nm1158556,writer,,
tt8974752,9,nm1160628,writer,,
tt8974754,1,nm0009496,actress,,"[""Teresa""]"
tt8974754,2,nm0018067,actress,,"[""Camila""]"
tt8974754,3,nm0137132,actor,,"[""Gabriel""]"
tt8974754,4,nm0142494,actress,,"[""Suzana""]"
tt8974754,5,nm0525402,actor,,"[""Guilherme""]"
tt8974754,6,nm0206914,actor,,"[""Raul""]"
tt8974754,7,nm0686259,director,,
tt8974754,8,nm1158556,writer,,
tt8974754,9,nm1160628,writer,,
tt8974756,1,nm0009496,actress,,"[""Teresa""]"
tt8974756,2,nm0018067,actress,,"[""Camila""]"
tt8974756,3,nm0137132,actor,,"[""Gabriel""]"
tt8974756,4,nm0142494,actress,,"[""Suzana""]"
tt8974756,5,nm0525402,actor,,"[""Guilherme""]"
tt8974756,6,nm0206914,actor,,"[""Raul""]"
tt8974756,7,nm0686259,director,,
tt8974756,8,nm1158556,writer,,
tt8974756,9,nm1160628,writer,,
tt8974758,1,nm0009496,actress,,"[""Teresa""]"
tt8974758,2,nm0018067,actress,,"[""Camila""]"
tt8974758,3,nm0137132,actor,,"[""Gabriel""]"
tt8974758,4,nm0142494,actress,,"[""Suzana""]"
tt8974758,5,nm0525402,actor,,"[""Guilherme""]"
tt8974758,6,nm0206914,actor,,"[""Raul""]"
tt8974758,7,nm0686259,director,,
tt8974758,8,nm1158556,writer,,
tt8974758,9,nm1160628,writer,,
tt8974760,1,nm0009496,actress,,"[""Teresa""]"
tt8974760,2,nm0018067,actress,,"[""Camila""]"
tt8974760,3,nm0137132,actor,,"[""Gabriel""]"
tt8974760,4,nm0142494,actress,,"[""Suzana""]"
tt8974760,5,nm0525402,actor,,"[""Guilherme""]"
tt8974760,6,nm0206914,actor,,"[""Raul""]"
tt8974760,7,nm0686259,director,,
tt8974760,8,nm1158556,writer,,
tt8974760,9,nm1160628,writer,,
tt8974762,1,nm0009496,actress,,"[""Teresa""]"
tt8974762,2,nm0018067,actress,,"[""Camila""]"
tt8974762,3,nm0137132,actor,,"[""Gabriel""]"
tt8974762,4,nm0142494,actress,,"[""Suzana""]"
tt8974762,5,nm0525402,actor,,"[""Guilherme""]"
tt8974762,6,nm0206914,actor,,"[""Raul""]"
tt8974762,7,nm0686259,director,,
tt8974762,8,nm1158556,writer,,
tt8974762,9,nm1160628,writer,,
tt8974764,1,nm0009496,actress,,"[""Teresa""]"
tt8974764,2,nm0018067,actress,,"[""Camila""]"
tt8974764,3,nm0137132,actor,,"[""Gabriel""]"
tt8974764,4,nm0142494,actress,,"[""Suzana""]"
tt8974764,5,nm0525402,actor,,"[""Guilherme""]"
tt8974764,6,nm0206914,actor,,"[""Raul""]"
tt8974764,7,nm0686259,director,,
tt8974764,8,nm1158556,writer,,
tt8974764,9,nm1160628,writer,,
tt8974768,1,nm0009496,actress,,"[""Teresa""]"
tt8974768,2,nm0018067,actress,,"[""Camila""]"
tt8974768,3,nm0137132,actor,,"[""Gabriel""]"
tt8974768,4,nm0142494,actress,,"[""Suzana""]"
tt8974768,5,nm0525402,actor,,"[""Guilherme""]"
tt8974768,6,nm0206914,actor,,"[""Raul""]"
tt8974768,7,nm0686259,director,,
tt8974768,8,nm1158556,writer,,
tt8974768,9,nm1160628,writer,,
tt8974770,1,nm1625427,self,,"[""Self - Presenter""]"
tt8974770,2,nm0093956,self,,"[""Self""]"
tt8974770,3,nm1471954,self,,"[""Self""]"
tt8974770,4,nm0364368,self,,"[""Self""]"
tt8974770,5,nm0866870,self,,"[""Self""]"
tt8974772,1,nm0009496,actress,,"[""Teresa""]"
tt8974772,2,nm0018067,actress,,"[""Camila""]"
tt8974772,3,nm0137132,actor,,"[""Gabriel""]"
tt8974772,4,nm0142494,actress,,"[""Suzana""]"
tt8974772,5,nm0525402,actor,,"[""Guilherme""]"
tt8974772,6,nm0206914,actor,,"[""Raul""]"
tt8974772,7,nm0686259,director,,
tt8974772,8,nm1158556,writer,,
tt8974772,9,nm1160628,writer,,
tt8974774,1,nm16481566,production_designer,,
tt8974774,2,nm16481565,production_designer,,
tt8974776,1,nm9668142,actor,,"[""Host""]"
tt8974776,2,nm4101520,actor,,"[""Host""]"
tt8974776,3,nm3487588,self,,"[""Self""]"
tt8974776,4,nm9668142,producer,producer,
tt8974776,5,nm4101520,producer,producer,
tt8974778,1,nm9668142,actor,,"[""Host""]"
tt8974778,2,nm4101520,actor,,"[""Host""]"
tt8974778,3,nm3487588,self,,"[""Self""]"
tt8974778,4,nm9668142,producer,producer,
tt8974778,5,nm4101520,producer,producer,
tt8974780,1,nm10109631,self,,"[""Self""]"
tt8974780,2,nm10109626,self,,"[""Self""]"
tt8974780,3,nm5485781,self,,"[""Self""]"
tt8974780,4,nm10109624,self,,"[""Self""]"
tt8974780,5,nm8673432,self,,"[""Self""]"
tt8974780,6,nm10109625,self,,"[""Self""]"
tt8974780,7,nm10109636,self,,"[""Self""]"
tt8974780,8,nm10109630,self,,"[""Self""]"
tt8974780,9,nm10109628,self,,"[""Self""]"
tt8974780,10,nm10109637,self,,"[""Self""]"
tt8974780,11,nm4812962,director,,
tt8974780,12,nm10109638,producer,producer,
tt8974780,13,nm4981410,producer,producer,
tt8974780,14,nm4812962,producer,producer,
tt8974780,15,nm4315982,producer,producer,
tt8974780,16,nm1564624,cinematographer,,
tt8974780,17,nm8505246,cinematographer,,
tt8974780,18,nm4812962,cinematographer,,
tt8974780,19,nm10109639,cinematographer,,
tt8974780,20,nm8650363,editor,,
tt8974780,21,nm4812962,editor,,
tt8974782,1,nm0667904,actor,,"[""Relu""]"
tt8974782,2,nm5463049,actress,,"[""Gina""]"
tt8974782,3,nm2271257,actor,,"[""Teddy""]"
tt8974782,4,nm5104702,actress,,"[""Magda""]"
tt8974782,5,nm0025557,actor,,"[""Capitanu""]"
tt8974782,6,nm2464980,actress,,"[""Nico""]"
tt8974782,7,nm2871516,actor,,"[""Sabin""]"
tt8974782,8,nm0143124,actor,,"[""Nicu""]"
tt8974782,9,nm3722937,actor,,"[""Emilian""]"
tt8974782,10,nm0864458,actor,,"[""Andronache""]"
tt8974782,11,nm3745731,director,,
tt8974782,12,nm3745731,writer,written by,
tt8974782,13,nm0202809,producer,producer,
tt8974782,14,nm1545712,producer,producer,
tt8974782,15,nm1263096,composer,,
tt8974782,16,nm1108647,cinematographer,director of photography,
tt8974782,17,nm3426994,editor,,
tt8974782,18,nm1415246,casting_director,,
tt8974782,19,nm0630545,production_designer,production_designer,
tt8974784,1,nm9668142,actor,,"[""Host""]"
tt8974784,2,nm4101520,actor,,"[""Host""]"
tt8974784,3,nm3487588,self,,"[""Self""]"
tt8974784,4,nm9668142,producer,producer,
tt8974784,5,nm4101520,producer,producer,
tt8974786,1,nm10103833,self,,"[""Self - Host""]"
tt8974786,2,nm7436585,director,,
tt8974786,3,nm4637171,cinematographer,,
tt8974786,4,nm4637171,editor,,
tt8974788,1,nm10103833,self,,"[""Self - Host""]"
tt8974788,2,nm7436585,director,,
tt8974788,3,nm4637171,cinematographer,,
tt8974788,4,nm4637171,editor,,
tt8974790,1,nm0519887,self,,"[""Self - Host""]"
tt8974790,2,nm5660380,self,,"[""Self""]"
tt8974790,3,nm10101329,self,,"[""Self""]"
tt8974790,4,nm0504754,self,,"[""Self""]"
tt8974792,1,nm10103833,self,,"[""Self - Host""]"
tt8974792,2,nm7436585,director,,
tt8974792,3,nm4637171,cinematographer,,
tt8974792,4,nm4637171,editor,,
tt8974794,1,nm0000728,self,,"[""Self""]"
tt8974794,2,nm0108523,self,,"[""Self""]"
tt8974798,1,nm3698605,self,,"[""Self - Guest""]"
tt8974798,2,nm4587088,self,,"[""Self - Guest""]"
tt8974798,3,nm1954673,self,,"[""Self - Guest""]"
tt8974798,4,nm8549907,self,,"[""Self - Guest""]"
tt8974798,5,nm1906500,self,,"[""Self - Guest""]"
tt8974798,6,nm10128904,self,,"[""Self - Guest""]"
tt8974798,7,nm3096381,self,,"[""Self - Guest""]"
tt8974798,8,nm0522491,self,,"[""Self - Presenter""]"
tt8974798,9,nm1452509,self,,"[""Self - Guest""]"
tt8974798,10,nm10109967,self,,"[""Self - Guest""]"
tt8974798,11,nm3137013,producer,producer,
tt8974798,12,nm4759857,composer,,
tt8974800,1,nm1568405,actress,,"[""Leanna""]"
tt8974800,2,nm5299322,actor,,"[""Ken""]"
tt8974800,3,nm3238937,director,,
tt8974800,4,nm5299322,writer,,
tt8974802,1,nm10103833,self,,"[""Self - Host""]"
tt8974802,2,nm7436585,director,,
tt8974802,3,nm4637171,cinematographer,,
tt8974802,4,nm6405197,cinematographer,,
tt8974802,5,nm4637171,editor,,
tt8974804,1,nm10103833,self,,"[""Self - Host""]"
tt8974804,2,nm7436585,director,,
tt8974804,3,nm4637171,cinematographer,,
tt8974804,4,nm4637171,editor,,
tt8974806,1,nm10109645,actor,,"[""Phillip""]"
tt8974806,2,nm10109648,actor,,"[""Damian""]"
tt8974806,3,nm6596238,actor,,"[""August""]"
tt8974806,4,nm9946037,actress,,"[""Celeste""]"
tt8974806,5,nm6994231,director,,
tt8974806,6,nm6596238,writer,,
tt8974806,7,nm6994231,producer,producer,
tt8974806,8,nm9946037,cinematographer,,
tt8974806,9,nm9946037,editor,,
tt8974806,10,nm6994231,editor,,
tt8974808,1,nm7432219,actor,,
tt8974808,2,nm4568089,actor,,
tt8974808,3,nm10109650,actress,,
tt8974808,4,nm10109649,actress,,
tt8974808,5,nm9797755,actress,,
tt8974808,6,nm10094748,actress,,
tt8974808,7,nm9449408,actor,,
tt8974808,8,nm10109646,actress,,
tt8974808,9,nm7465935,director,,
tt8974810,1,nm7957168,self,,"[""Self - Host""]"
tt8974810,2,nm7121366,self,,"[""Self - Host""]"
tt8974810,3,nm7121366,director,,
tt8974810,4,nm1023062,director,,
tt8974812,1,nm10042726,actor,,"[""Derrick""]"
tt8974812,2,nm10109651,actor,,"[""Lance""]"
tt8974812,3,nm8023663,actor,,"[""Terry""]"
tt8974812,4,nm4631397,actor,,"[""Reggie""]"
tt8974812,5,nm5274557,actress,,"[""Jayla""]"
tt8974812,6,nm10109647,actor,,"[""Jaiden""]"
tt8974812,7,nm5244032,director,,
tt8974812,8,nm6901263,director,,
tt8974812,9,nm10109652,writer,,
tt8974812,10,nm8023663,producer,producer,
tt8974812,11,nm5244032,cinematographer,,
tt8974812,12,nm6901263,cinematographer,,
tt8974812,13,nm5244032,editor,,
tt8974812,14,nm6901263,editor,,
tt8974816,1,nm1568405,actress,,"[""Leanna""]"
tt8974816,2,nm5299322,actor,,"[""Ken""]"
tt8974816,3,nm3238937,actor,,"[""Server""]"
tt8974816,4,nm3238937,director,,
tt8974816,5,nm5299322,writer,,
tt8974818,1,nm0000771,actress,,"[""Marnie Nightingale""]"
tt8974818,2,nm0090236,actress,,"[""Simone Loveday""]"
tt8974818,3,nm0103696,actress,,"[""Breda McQueen""]"
tt8974818,4,nm4503548,actress,,"[""Courtney Campbell""]"
tt8974818,5,nm1273630,actor,,"[""Glenn Donovan""]"
tt8974818,6,nm0247569,actor,,"[""Mac Nightingale""]"
tt8974818,7,nm7552892,actress,,"[""Harley Frater""]"
tt8974818,8,nm3486763,actor,,"[""Alfie Nightingale""]"
tt8974818,9,nm4703306,actor,,"[""Jesse Donovan""]"
tt8974818,10,nm8896920,actress,,"[""Yasmine Maalik""]"
tt8974818,11,nm0818103,director,,
tt8974818,12,nm5200787,writer,writer,
tt8974818,13,nm0715087,writer,creator,
tt8974818,14,nm4777645,cinematographer,cinematographer,
tt8974818,15,nm15082130,editor,,
tt8974820,1,nm1918688,writer,,
tt8974820,2,nm0291085,writer,,
tt8974820,3,nm1388337,producer,producer,
tt8974820,4,nm1875717,producer,producer,
tt8974820,5,nm1378053,producer,producer,
tt8974822,1,nm10081054,actor,,"[""Manny""]"
tt8974822,2,nm8459246,actor,,"[""Ed""]"
tt8974822,3,nm6408761,actor,,"[""Tom""]"
tt8974822,4,nm9395039,director,,
tt8974822,5,nm9395039,writer,,
tt8974822,6,nm10081054,writer,,
tt8974822,7,nm8740791,producer,producer,
tt8974824,1,nm0769996,director,,
tt8974824,2,nm0560725,composer,,
tt8974826,1,nm9819229,actor,,"[""Artist""]"
tt8974826,2,nm8877277,actor,,"[""Father""]"
tt8974826,3,nm10109662,actor,,"[""Passerby""]"
tt8974826,4,nm10109664,actor,,"[""Driver""]"
tt8974826,5,nm9819230,actor,,"[""Waiter""]"
tt8974826,6,nm9145001,director,,
tt8974826,7,nm9145001,writer,,
tt8974826,8,nm9145001,producer,producer,
tt8974826,9,nm10109665,composer,,
tt8974826,10,nm9479491,cinematographer,,
tt8974826,11,nm9599403,editor,,
tt8974828,1,nm1919863,producer,producer,
tt8974828,2,nm2286804,composer,,
tt8974830,1,nm4861312,writer,writer,
tt8974830,2,nm0854052,producer,producer,
tt8974832,1,nm2286804,composer,,
tt8974834,1,nm1568405,actress,,
tt8974834,2,nm10109672,actor,,
tt8974834,3,nm10109674,actor,,
tt8974834,4,nm4796653,actor,,
tt8974834,5,nm3238937,director,,
tt8974834,6,nm5299322,writer,,
tt8974836,1,nm2286804,composer,,
tt8974838,1,nm2286804,composer,,
tt8974840,1,nm2286804,composer,,
tt8974842,1,nm2286804,composer,,
tt8974844,1,nm0745738,self,,"[""Self""]"
tt8974844,2,nm3464175,writer,,
tt8974844,3,nm10100268,writer,,
tt8974844,4,nm3678398,writer,,
tt8974844,5,nm0745738,writer,,
tt8974846,1,nm10109688,self,,"[""Self""]"
tt8974846,2,nm10109687,self,,"[""Self""]"
tt8974846,3,nm10109683,self,,"[""Self""]"
tt8974846,4,nm10099498,self,,"[""Self""]"
tt8974846,5,nm9751257,self,,"[""Self""]"
tt8974846,6,nm10109689,actress,,"[""Kid Boss""]"
tt8974846,7,nm9015970,actor,,"[""Dad""]"
tt8974846,8,nm8040762,self,,"[""Self - Host""]"
tt8974846,9,nm10109686,self,,"[""Self""]"
tt8974846,10,nm9751265,self,,"[""Self""]"
tt8974846,11,nm6521305,director,,
tt8974846,12,nm9015970,director,,
tt8974846,13,nm6521305,writer,,
tt8974846,14,nm9015970,writer,,
tt8974846,15,nm6521305,producer,producer,
tt8974846,16,nm9015970,producer,producer,
tt8974846,17,nm8040762,producer,producer,
tt8974846,18,nm8158593,cinematographer,,
tt8974846,19,nm9751268,editor,,
tt8974848,1,nm0769996,director,,
tt8974848,2,nm0560725,composer,,
tt8974850,1,nm3666289,actress,,"[""Paula Mayer""]"
tt8974850,2,nm1353748,actor,,"[""Gery Conover""]"
tt8974850,3,nm0317537,actress,,"[""Aunt Jane""]"
tt8974850,4,nm2297876,actor,,"[""Daniel O'Brian""]"
tt8974850,5,nm3692641,actor,,"[""Buddy Bambrick""]"
tt8974850,6,nm0236887,actress,,"[""Dorothy Keller""]"
tt8974850,7,nm6433467,actress,,"[""Jenn O'Brian""]"
tt8974850,8,nm0910295,actress,,"[""Susanna Berry""]"
tt8974850,9,nm3150627,actor,,"[""Kenny""]"
tt8974850,10,nm10357995,actor,,"[""Robert O'Brian""]"
tt8974850,11,nm0733227,director,,
tt8974850,12,nm0863988,writer,written by,
tt8974850,13,nm0325406,writer,written by,
tt8974850,14,nm3249078,writer,inspired by the series of books by,
tt8974850,15,nm0239051,writer,inspired by the series of books by,
tt8974850,16,nm2435579,producer,executive producer,
tt8974850,17,nm2376774,producer,producer,
tt8974850,18,nm7705844,composer,,
tt8974850,19,nm1903909,cinematographer,director of photography,
tt8974850,20,nm0682184,editor,,
tt8974850,21,nm2253769,casting_director,,
tt8974850,22,nm1245247,production_designer,,
tt8974852,1,nm1946567,self,,"[""Self""]"
tt8974852,2,nm1344053,self,,"[""Self""]"
tt8974852,3,nm3965584,self,,"[""Self - Moderator""]"
tt8974852,4,nm9254557,self,,"[""Self - SportsCenter Updates""]"
tt8974852,5,nm4029001,self,,"[""Self""]"
tt8974852,6,nm2561910,self,,"[""Self - College Football Analyst""]"
tt8974852,7,nm3006984,self,,"[""Self - NFL Analyst""]"
tt8974854,1,nm10109691,actor,,"[""Joe""]"
tt8974854,2,nm8647795,actress,,"[""Viv""]"
tt8974854,3,nm10109695,actor,,"[""Wyatt Mcgovern""]"
tt8974854,4,nm9258431,actress,,"[""Therapist""]"
tt8974854,5,nm10109694,actor,,"[""Jackson""]"
tt8974854,6,nm8537749,actor,,"[""Young Jackson""]"
tt8974854,7,nm9323297,actor,,"[""Group Member 1""]"
tt8974854,8,nm10109696,actor,,"[""Group Member 2""]"
tt8974854,9,nm10109697,actor,,"[""Group Member 3""]"
tt8974854,10,nm10109698,actor,,"[""Group Member 4""]"
tt8974854,11,nm8647789,director,,
tt8974854,12,nm9258431,writer,writer,
tt8974854,13,nm8172721,producer,producer,
tt8974854,14,nm10109691,composer,,
tt8974854,15,nm8647789,cinematographer,,
tt8974854,16,nm8647789,editor,,
tt8974856,1,nm7178435,self,,"[""Self""]"
tt8974858,1,nm1133795,self,,"[""Self""]"
tt8974858,2,nm3259962,self,,"[""Self""]"
tt8974858,3,nm3143558,self,,"[""Self""]"
tt8974858,4,nm4618256,self,,"[""Self""]"
tt8974858,5,nm5744207,self,,"[""Self""]"
tt8974858,6,nm7439962,self,,"[""Self""]"
tt8974858,7,nm10101350,self,,"[""Self""]"
tt8974858,8,nm3079666,self,,"[""Self""]"
tt8974858,9,nm2318003,self,,"[""Self""]"
tt8974858,10,nm9687128,self,,"[""Self""]"
tt8974858,11,nm5752785,director,,
tt8974862,1,nm8148976,actress,,"[""Michelle""]"
tt8974862,2,nm10110069,actress,,"[""Saffy""]"
tt8974862,3,nm10110065,actress,,"[""Zoe""]"
tt8974862,4,nm10110068,actress,,"[""Alexa""]"
tt8974862,5,nm1528757,director,,
tt8974862,6,nm1528757,editor,,
tt8974864,1,nm10039075,self,,"[""Self - Host""]"
tt8974864,2,nm10109703,self,,"[""Themselves""]"
tt8974868,1,nm10039075,self,,"[""Self - Host""]"
tt8974868,2,nm8282681,self,,"[""Self - Guest""]"
tt8974870,1,nm10039075,self,,"[""Self - Host""]"
tt8974870,2,nm7872676,self,,"[""Self""]"
tt8974874,1,nm10039075,self,,"[""Self - Host""]"
tt8974874,2,nm9701675,self,,"[""Self""]"
tt8974874,3,nm7926797,self,,"[""Self""]"
tt8974876,1,nm7524153,actress,,"[""Charlynn""]"
tt8974876,2,nm2124188,actress,,"[""Lilith""]"
tt8974876,3,nm3024772,actress,,"[""Malibu""]"
tt8974876,4,nm3699429,actress,,"[""Dee""]"
tt8974876,5,nm8467802,actress,,"[""Dagne""]"
tt8974876,6,nm2439631,director,,
tt8974876,7,nm2439631,writer,,
tt8974876,8,nm1914882,writer,,
tt8974876,9,nm3100689,cinematographer,,
tt8974876,10,nm2185149,editor,,
tt8974878,1,nm1154764,self,,"[""Self - Guest""]"
tt8974878,2,nm10109958,self,,"[""Self - Guest""]"
tt8974878,3,nm2198800,self,,"[""Self - Guest""]"
tt8974878,4,nm0522491,self,,"[""Self - Presenter""]"
tt8974878,5,nm7193364,self,,"[""Self - Guest""]"
tt8974878,6,nm3682181,self,,"[""Self - Guest""]"
tt8974878,7,nm0727301,self,,"[""Self - Presenter""]"
tt8974878,8,nm5287110,self,,"[""Self - Guest""]"
tt8974878,9,nm5163329,self,,"[""Self - Presenter""]"
tt8974878,10,nm3515597,self,,"[""Self - Guest""]"
tt8974878,11,nm3137013,producer,producer,
tt8974878,12,nm4759857,composer,,
tt8974880,1,nm10039075,self,,"[""Self - Host""]"
tt8974880,2,nm8296811,self,,"[""Self""]"
tt8974882,1,nm0896628,actress,,"[""Diana Almeida""]"
tt8974882,2,nm1517561,actor,,"[""Rodrigo Macedo""]"
tt8974882,3,nm2084836,actress,,"[""Júlia""]"
tt8974882,4,nm0673204,actor,,"[""Gonçalo Oliveira""]"
tt8974882,5,nm0683747,actor,,"[""André Frois""]"
tt8974882,6,nm8019843,actress,,"[""Vitória""]"
tt8974882,7,nm2453559,actor,,"[""João Macedo""]"
tt8974882,8,nm0139554,actress,,"[""Jacinta Macedo""]"
tt8974882,9,nm0146672,actor,,"[""Nestor Macedo""]"
tt8974882,10,nm0184239,actress,,"[""Adelaide Macedo""]"
tt8974882,11,nm0190421,director,,
tt8974882,12,nm4387984,director,,
tt8974882,13,nm0884087,director,,
tt8974882,14,nm3861808,director,,
tt8974882,15,nm7247103,writer,writer,
tt8974882,16,nm2077444,writer,writer,
tt8974882,17,nm2056369,writer,writer,
tt8974882,18,nm4675917,writer,writer,
tt8974882,19,nm8394811,producer,producer,
tt8974882,20,nm3216649,producer,producer,
tt8974882,21,nm0409499,cinematographer,,
tt8974882,22,nm2946605,production_designer,,
tt8974884,1,nm9875094,self,,"[""Self""]"
tt8974884,2,nm10109722,self,,"[""Self""]"
tt8974884,3,nm3994726,actress,,"[""Amelia Harris""]"
tt8974884,4,nm2471825,self,,"[""Self""]"
tt8974884,5,nm5834040,self,,"[""Self""]"
tt8974884,6,nm2239914,self,,"[""Self - Host""]"
tt8974884,7,nm3094704,director,,
tt8974884,8,nm2178962,producer,producer,
tt8974884,9,nm2301497,producer,producer,
tt8974884,10,nm9140626,producer,producer,
tt8974884,11,nm2178962,cinematographer,,
tt8974884,12,nm3533815,editor,,
tt8974886,1,nm0896628,actress,,"[""Diana Almeida""]"
tt8974886,2,nm1517561,actor,,"[""Rodrigo Macedo""]"
tt8974886,3,nm2084836,actress,,"[""Júlia""]"
tt8974886,4,nm0673204,actor,,"[""Gonçalo Oliveira""]"
tt8974886,5,nm0683747,actor,,"[""André Frois""]"
tt8974886,6,nm8019843,actress,,"[""Vitória""]"
tt8974886,7,nm2453559,actor,,"[""João Macedo""]"
tt8974886,8,nm0139554,actress,,"[""Jacinta Macedo""]"
tt8974886,9,nm0146672,actor,,"[""Nestor Macedo""]"
tt8974886,10,nm0184239,actress,,"[""Adelaide Macedo""]"
tt8974886,11,nm0190421,director,,
tt8974886,12,nm4387984,director,,
tt8974886,13,nm0884087,director,,
tt8974886,14,nm3861808,director,,
tt8974886,15,nm7247103,writer,writer,
tt8974886,16,nm2077444,writer,writer,
tt8974886,17,nm2056369,writer,writer,
tt8974886,18,nm4675917,writer,writer,
tt8974886,19,nm8394811,producer,producer,
tt8974886,20,nm3216649,producer,producer,
tt8974886,21,nm0409499,cinematographer,,
tt8974886,22,nm2946605,production_designer,,
tt8974888,1,nm2941415,self,,"[""Self - Host""]"
tt8974888,2,nm1666154,director,,
tt8974888,3,nm8072270,producer,producer,
tt8974888,4,nm1831689,producer,producer,
tt8974888,5,nm1139627,editor,,
tt8974888,6,nm2697093,casting_director,,
tt8974890,1,nm7407604,actress,,
tt8974892,1,nm0896628,actress,,"[""Diana Almeida""]"
tt8974892,2,nm1517561,actor,,"[""Rodrigo Macedo""]"
tt8974892,3,nm2084836,actress,,"[""Júlia""]"
tt8974892,4,nm0673204,actor,,"[""Gonçalo Oliveira""]"
tt8974892,5,nm0683747,actor,,"[""André Frois""]"
tt8974892,6,nm8019843,actress,,"[""Vitória""]"
tt8974892,7,nm2453559,actor,,"[""João Macedo""]"
tt8974892,8,nm0139554,actress,,"[""Jacinta Macedo""]"
tt8974892,9,nm0146672,actor,,"[""Nestor Macedo""]"
tt8974892,10,nm0184239,actress,,"[""Adelaide Macedo""]"
tt8974892,11,nm0190421,director,,
tt8974892,12,nm4387984,director,,
tt8974892,13,nm0884087,director,,
tt8974892,14,nm3861808,director,,
tt8974892,15,nm7247103,writer,writer,
tt8974892,16,nm2077444,writer,writer,
tt8974892,17,nm2056369,writer,writer,
tt8974892,18,nm4675917,writer,writer,
tt8974892,19,nm8394811,producer,producer,
tt8974892,20,nm0409499,cinematographer,,
tt8974892,21,nm2946605,production_designer,,
tt8974894,1,nm0205860,director,,
tt8974894,2,nm0561329,writer,,
tt8974896,1,nm10039075,self,,"[""Self - Host""]"
tt8974896,2,nm10109726,self,,"[""Self""]"
tt8974896,3,nm7853914,self,,"[""Self""]"
tt8974896,4,nm10109729,self,,"[""Self""]"
tt8974898,1,nm0956617,actress,,"[""Frau Linguster""]"
tt8974898,2,nm0273108,actor,,"[""Herr Linguster""]"
tt8974898,3,nm0194395,actor,,
tt8974898,4,nm0205860,director,,
tt8974898,5,nm0561329,writer,,
tt8974900,1,nm0896628,actress,,"[""Diana Almeida""]"
tt8974900,2,nm1517561,actor,,"[""Rodrigo Macedo""]"
tt8974900,3,nm2084836,actress,,"[""Júlia""]"
tt8974900,4,nm0673204,actor,,"[""Gonçalo Oliveira""]"
tt8974900,5,nm0683747,actor,,"[""André Frois""]"
tt8974900,6,nm8019843,actress,,"[""Vitória""]"
tt8974900,7,nm0139554,actress,,"[""Jacinta Macedo""]"
tt8974900,8,nm2453559,actor,,"[""João Macedo""]"
tt8974900,9,nm0146672,actor,,"[""Nestor Macedo""]"
tt8974900,10,nm0184239,actress,,"[""Adelaide Macedo""]"
tt8974900,11,nm0190421,director,,
tt8974900,12,nm4387984,director,,
tt8974900,13,nm0884087,director,,
tt8974900,14,nm3861808,director,,
tt8974900,15,nm7247103,writer,writer,
tt8974900,16,nm2077444,writer,writer,
tt8974900,17,nm2056369,writer,writer,
tt8974900,18,nm4675917,writer,writer,
tt8974900,19,nm8394811,producer,producer,
tt8974900,20,nm0409499,cinematographer,,
tt8974900,21,nm2946605,production_designer,,
tt8974902,1,nm4316889,self,,"[""Self - Judge""]"
tt8974902,2,nm2941415,self,,"[""Self - Host""]"
tt8974902,3,nm1666154,director,,
tt8974902,4,nm8072270,producer,producer,
tt8974902,5,nm1139627,editor,,
tt8974902,6,nm2697093,casting_director,,
tt8974904,1,nm0956617,actress,,
tt8974904,2,nm0273108,actor,,
tt8974904,3,nm0194395,actor,,
tt8974904,4,nm0738560,actress,,
