tconst,averageRating,numVotes
tt1399359,3.4,10
tt1399360,8.6,8
tt13993602,7.1,22
tt1399361,9.0,8
tt13993688,8.6,50
tt13993692,8.7,70
tt1399370,4.7,13
tt13993700,8.5,48
tt13993704,8.6,58
tt13993706,6.3,9
tt13993740,7.1,8
tt13993742,6.5,6
tt13993746,7.2,13
tt13993750,6.8,5
tt13993752,6.8,5
tt13993754,6.6,5
tt13993804,8.0,92
tt1399385,6.6,6
tt13993874,7.6,232
tt1399390,4.8,13
tt13993906,6.7,9
tt1399391,8.0,8
tt1399392,6.6,8
tt13993938,7.4,17
tt1399394,7.7,9
tt13993940,7.0,5
tt1399397,8.0,8
tt13993976,6.7,75
tt1399398,8.0,8
tt13993986,7.1,13
tt1399399,7.0,9
tt1399400,8.4,8
tt13994022,6.7,10
tt13994046,7.8,735
tt1399407,8.1,7
tt1399408,7.3,7
tt1399409,7.3,7
tt1399410,7.3,7
tt1399411,7.1,7
tt1399412,6.9,8
tt1399413,7.4,7
tt1399414,6.9,7
tt13994142,9.3,13
tt1399415,8.3,7
tt13994150,9.0,5
tt1399416,7.7,8
tt1399418,8.9,15
tt1399420,5.2,14
tt1399423,4.8,14
tt1399425,5.0,14
tt1399426,5.2,14
tt1399427,4.8,14
tt1399428,4.6,14
tt1399429,4.8,14
tt13994298,8.8,69
tt1399430,5.2,14
tt13994410,8.7,32
tt13994440,6.7,10
tt13994500,5.6,11
tt13994538,6.0,12
tt13994572,7.4,12372
tt1399462,5.6,31
tt1399463,5.9,33
tt1399464,7.4,9
tt1399465,9.0,14
tt1399467,6.5,51
tt13994688,4.2,25
tt1399469,7.1,26
tt13994698,8.9,50
tt1399471,7.1,12
tt1399477,7.3,93
tt1399478,7.4,89
tt1399479,7.6,92
tt1399480,7.4,86
tt1399481,7.5,83
tt1399482,8.1,104
tt1399483,8.3,126
tt1399484,7.3,89
tt1399486,7.2,16
tt13994872,4.5,4486
tt1399488,8.1,13
tt1399489,8.4,14
tt13994896,9.5,195
tt13994932,8.3,16
tt13994936,9.6,170
tt13994946,3.1,23
tt13994954,9.3,166
tt13995088,5.1,12
tt1399517,8.4,55
tt13995180,5.9,12
tt1399520,6.5,14
tt1399521,5.4,10
tt1399525,7.0,9
tt13995274,6.1,10
tt13995298,9.1,12
tt13995300,9.3,15
tt13995308,2.8,21
tt1399531,6.6,17
tt1399533,5.4,112
tt13995338,6.5,30
tt1399534,7.3,23
tt1399538,7.7,28
tt13995420,2.8,21
tt1399543,6.1,37
tt1399544,7.1,23
tt13995474,6.6,132
tt1399548,6.4,8
tt1399550,7.2,9
tt1399552,7.5,16
tt1399555,9.2,8
tt13995564,6.1,133
tt1399563,8.1,17
tt1399564,4.6,24
tt1399565,5.8,66
tt13995686,7.3,59
tt1399572,8.5,8
tt13995728,3.6,24
tt1399573,6.8,452
tt1399574,8.7,9
tt1399577,6.5,13
tt1399581,9.2,9
tt13995838,8.0,420
tt1399584,7.0,43
tt13995858,3.0,23
tt1399586,8.3,14
tt1399587,7.2,16
tt1399589,9.4,13
tt1399592,7.4,23
tt1399594,7.9,12
tt1399595,7.0,22
tt1399596,5.6,29
tt1399598,7.8,14
tt1399602,5.8,384
tt13996020,3.0,23
tt1399603,8.1,15
tt1399605,7.6,19
tt13996052,2.5,21
tt1399606,5.0,7
tt1399608,7.7,7
tt1399610,8.2,20
tt1399611,8.8,5
tt13996122,3.0,21
tt13996128,8.8,33322
tt1399613,6.8,22
tt1399615,5.9,26
tt13996164,8.0,96
tt13996172,8.9,69
tt13996190,5.7,6
tt13996202,6.6,5
tt1399621,6.9,16
tt13996210,2.4,19
tt1399622,4.6,123
tt1399623,5.0,143
tt1399624,5.0,127
tt13996242,6.1,7
tt13996244,2.3,19
tt1399625,4.8,122
tt1399627,7.8,13
tt1399630,6.9,14
tt13996326,2.1,18
tt1399637,8.1,35
tt13996374,8.4,6
tt13996386,6.0,663
tt1399639,7.7,10
tt1399641,8.6,20
tt1399644,6.5,8
tt1399645,7.2,7
tt13996458,5.2,5
tt1399646,8.3,12
tt13996468,7.8,282
tt1399647,6.4,14
tt13996470,7.7,282
tt13996472,4.8,63
tt13996504,7.6,17
tt1399651,6.5,42
tt13996510,8.2,23
tt13996520,6.8,6
tt13996522,6.8,6
tt13996524,6.8,5
tt13996526,6.8,5
tt13996528,6.8,5
tt13996530,6.8,5
tt13996534,6.8,5
tt13996536,6.8,5
tt13996538,6.8,10
tt13996544,10.0,9
tt13996546,6.9,9
tt1399655,6.1,1218
tt13996556,6.2,5
tt13996558,6.2,5
tt13996562,6.2,5
tt13996566,6.8,5
tt13996568,6.7,8
tt1399657,9.3,14
tt13996570,6.8,5
tt13996572,7.2,6
tt13996574,7.2,6
tt13996578,7.0,7
tt13996580,7.0,7
tt13996592,7.6,162
tt13996596,7.5,349
tt13996600,6.8,6
tt13996602,7.0,6
tt13996606,7.0,6
tt1399661,8.0,8
tt13996610,7.0,6
tt13996612,7.0,6
tt13996616,7.0,6
tt13996618,7.0,6
tt1399662,7.4,25
tt13996626,7.0,6
tt13996628,7.0,6
tt1399663,5.6,15
tt13996630,7.0,6
tt13996634,7.0,6
tt1399664,8.0,111930
tt13996684,5.2,11
tt13996704,5.1,11
tt1399671,7.9,28
tt13996726,5.2,267
tt1399673,7.3,13
tt1399674,7.6,12
tt13996748,7.9,143
tt1399675,2.1,9
tt1399676,5.8,29
tt13996760,7.1,128
tt1399677,5.4,799
tt13996786,5.7,32
tt13996788,6.2,38
tt1399681,9.2,12
tt13996812,3.7,7
tt1399683,7.1,155058
tt13996838,7.7,227
tt1399685,6.5,47
tt1399687,5.6,29
tt13996982,6.8,5
tt13996988,6.6,5
tt1399700,7.4,43
tt1399701,7.5,37
tt13997014,7.7,19
tt1399702,7.6,44
tt13997022,7.6,18
tt1399703,7.4,36
tt13997032,7.3,15
tt13997038,7.4,15
tt13997056,7.6,17
tt13997068,8.2,12
tt13997074,7.5,13
tt13997078,7.6,13
tt13997080,6.4,13
tt13997082,5.1,15
tt1399709,7.6,262
tt13997128,7.0,13
tt13997146,7.8,18
tt13997152,7.5,23
tt13997154,7.7,17
tt1399719,7.3,24
tt1399720,8.8,74
tt1399721,7.8,127
tt1399724,7.8,39
tt13997256,8.7,8
tt13997260,7.2,10
tt13997292,8.5,373
tt13997328,7.6,9
tt13997358,6.9,391
tt13997360,9.4,14
tt13997366,8.2,16
tt13997382,7.2,24
tt13997386,7.5,26
tt13997420,6.8,21
tt1399744,5.8,7
tt1399748,8.1,375
tt13997520,9.5,11
tt1399753,5.9,26
tt1399759,9.2,4300
tt13997618,6.4,40
tt13997634,3.7,293
tt13997652,5.8,8
tt1399767,8.5,19
tt1399768,5.4,6
tt13997722,9.1,42
tt1399779,9.1,8036
tt13997846,6.9,9
tt1399785,6.7,34
tt1399786,6.8,32
tt13997862,8.0,28
tt13997878,5.0,7
tt13997882,8.9,445
tt13997894,8.0,26
tt13997898,7.8,11
tt13997900,5.4,5
tt13997920,7.0,8
tt13997926,7.0,8
tt1399808,6.0,5
tt1399809,8.6,18
tt1399811,4.8,13
tt13998220,7.5,11
tt13998248,7.4,14
tt13998252,8.4,11
tt13998258,9.5,10
tt13998262,7.6,17
tt13998264,8.3,18
tt13998266,8.2,14
tt13998270,7.6,17
tt13998274,7.4,16
tt13998282,7.9,14
tt13998288,7.6,13
tt13998290,7.6,13
tt13998296,7.9,15
tt13998320,7.3,32
tt13998324,7.4,1057
tt13998330,7.0,17
tt13998408,6.0,14
tt13998454,5.4,558
tt13998460,7.6,25
tt13998464,7.4,9
tt13998466,6.2,7
tt13998498,7.2,13
tt13998510,10.0,7
tt13998548,8.3,8
tt13998550,8.3,7
tt13998552,7.5,6
tt13998554,8.2,9
tt13998626,4.6,5
tt13998676,2.8,112
tt1399869,8.9,2044
tt13998698,7.0,7
tt13998704,3.6,117
tt13998708,8.8,57
tt13998770,8.6,17
tt13998774,7.4,1039
tt13998778,3.7,9
tt13998780,4.7,9
tt13998804,8.8,33
tt13998830,6.1,10
tt13998838,7.0,11
tt13998842,7.1,9
tt13998862,6.8,15
tt13998870,4.4,5
tt13998874,9.1,35
tt13998882,8.0,57
tt13998884,8.1,54
tt13998886,8.6,14
tt13998896,7.0,13
tt13998908,8.6,119
tt1399892,8.0,57
tt1399910,6.9,210
tt13999114,7.3,8
tt1399914,6.4,21
tt1399921,6.3,29
tt1399923,5.6,7
tt1399931,8.6,27
tt13999328,7.5,14
tt1399937,8.5,10
tt1399938,4.4,12
tt1399943,7.8,9
tt1399952,5.0,2926
tt1399954,8.8,86
tt13999940,8.0,5
tt13999942,8.0,5
tt13999946,8.0,6
tt13999960,8.2,6
tt1399999,7.6,13
tt1400003,8.0,8
tt1400006,6.6,13
tt1400008,5.2,8
tt1400009,5.0,8
tt1400010,7.0,11
tt1400011,6.5,9
tt1400012,6.6,11
tt1400014,5.5,9
tt1400015,6.7,10
tt1400016,6.0,9
tt1400017,5.7,9
tt1400018,4.7,10
tt1400019,4.3,9
tt1400020,6.3,9
tt1400025,8.2,8
tt1400033,8.4,24
tt1400034,8.2,21
tt1400039,5.8,11
tt1400049,8.4,8
tt1400050,8.4,8
tt1400055,8.5,7
tt1400056,7.3,8
tt1400057,7.0,9
tt1400058,8.6,6
tt1400059,9.0,6
tt1400060,7.4,8
tt1400061,6.9,9
tt1400062,8.5,17
tt1400072,7.1,26
tt1400073,7.9,1889
tt1400074,9.2,16
tt14000848,7.3,67
tt14001144,7.6,10
tt1400116,5.1,126
tt1400117,7.0,13
tt1400118,7.2,13
tt1400121,8.1,11
tt1400122,9.3,8
tt14001366,6.7,8
tt1400160,8.5,5963
tt1400163,1.2,148
tt1400168,6.8,35
tt1400175,8.9,445
tt14001802,6.4,6
tt14001828,5.7,941
tt1400184,7.8,6
tt14001840,5.9,742
tt14001846,7.5,45
tt14001856,6.3,663
tt14001862,6.1,560
tt14001870,7.5,12
tt14001874,8.8,20
tt14001890,6.8,5
tt14001894,5.2,8492
tt1400190,7.4,37
tt14002046,7.6,14444
tt14002132,6.0,5
tt14002134,8.3,55
tt14002144,6.2,5
tt1400219,4.0,34
tt14002208,7.2,67
tt14002210,6.6,20
tt14002228,5.3,52
tt14002236,8.2,8
tt14002294,7.7,26
tt1400230,7.4,24
tt1400231,7.5,30
tt1400232,7.4,24
tt1400233,6.9,39
tt1400234,7.3,29
tt1400235,7.1,31
tt1400236,7.4,24
tt1400237,7.6,31
tt1400238,7.0,46
tt1400239,7.7,30
tt1400240,6.7,24
tt1400241,7.3,41
tt1400242,6.8,44
tt1400243,7.2,24
tt1400244,7.3,23
tt1400251,9.4,2284
tt14002548,5.0,17
tt14002556,8.3,7392
tt1400262,7.0,6
tt1400264,7.7,25
tt1400265,6.0,384
tt14002678,8.1,13
tt14002714,8.2,50
tt14002716,8.0,11
tt1400272,7.3,197
tt14002730,7.0,9
tt14002762,7.4,187
tt14002936,7.2,14
tt14002958,7.1,9
tt14002976,7.9,8
tt14003014,7.0,8
tt14003034,6.8,13
tt14003038,6.7,7
tt1400309,7.2,9
tt1400310,7.4,8
tt1400311,7.3,7
tt1400312,6.8,10
tt1400313,6.8,10
tt14003132,6.6,10
tt1400314,7.0,7
tt1400315,6.5,9
tt1400316,6.9,13
tt1400318,8.3,10
tt1400319,7.5,62
tt1400320,7.5,9
tt14003202,5.1,12
tt1400323,4.0,17
tt1400324,8.3,11
tt1400327,6.6,7
tt1400328,7.8,7
tt1400331,6.5,24
tt1400333,4.6,22
tt1400335,5.1,698
tt1400337,6.9,19
tt1400338,3.4,16
tt14003382,4.6,6
tt14003384,7.4,6
tt1400339,9.3,18
tt1400340,7.9,27
tt1400341,8.2,86
tt1400343,8.1,10
tt14003432,7.0,14
tt1400344,6.7,18
tt1400345,6.9,131
tt1400350,9.5,8
tt1400351,7.1,12
tt1400352,6.7,10
tt1400354,6.0,8
tt1400355,6.9,13
tt1400356,7.8,69
tt1400357,7.8,95
tt1400359,8.9,12
tt1400360,8.4,10
tt1400362,5.4,8
tt1400363,4.8,7
tt1400364,7.9,17
tt1400365,5.5,531
tt14003664,7.8,36
tt1400367,6.9,38
tt1400368,7.6,22
tt1400370,4.7,78
tt1400371,8.9,20
tt1400378,6.2,7
tt14003802,7.2,7
tt1400384,7.1,23
tt1400386,5.8,18
tt14003860,7.2,7
tt1400388,7.3,13
tt1400389,8.6,22
tt14003916,7.2,7
tt1400393,6.8,26
tt14003944,7.5,45
tt14003960,7.5,43
tt1400397,6.8,16
tt14003972,8.5,59
tt14003978,6.7,39
tt1400398,7.3,132
tt14003986,7.6,41
tt14003992,7.0,6
tt1400400,5.4,135
tt14004004,7.8,7
tt1400401,2.7,11
tt1400403,7.9,35
tt1400405,5.6,5
tt14004052,8.0,6
tt1400408,6.3,7
tt1400409,6.8,12
tt14004104,7.5,846
tt14004136,6.4,333
tt1400414,8.4,6
tt14004196,6.6,12
tt14004320,7.6,6
tt1400438,6.9,239
tt14004398,8.3,161
tt14004496,7.4,22
tt14004616,8.1,17
tt14004640,6.8,30
tt14004684,7.0,7
tt14004708,6.6,20
tt1400490,5.7,42
tt1400492,9.1,16
tt1400493,9.0,14
tt1400496,8.9,43
tt1400497,9.3,41
tt1400500,5.2,37
tt1400502,8.9,114
tt14005052,5.5,51
tt1400506,8.6,28
tt1400507,9.4,13
tt1400508,7.3,1980
tt1400509,7.3,175
tt1400515,3.5,1930
tt1400517,8.0,9
tt1400520,8.4,28
tt1400522,4.8,8
tt1400523,7.3,10
tt14005250,5.8,964
tt14005258,7.7,103
tt1400526,5.0,5079
tt1400527,4.6,21
tt1400528,5.1,526
tt1400529,8.1,66
tt1400530,6.4,9
tt1400531,8.4,13
tt14005310,7.0,5
tt14005318,5.3,433
tt1400533,2.3,8
tt14005338,6.1,2119
tt1400534,7.5,18
tt1400537,6.2,11
tt14005404,7.6,11
tt1400542,6.8,33
tt1400546,6.3,14
tt1400548,6.3,11
tt1400551,7.2,7
tt1400557,5.3,18
tt1400558,5.1,407
tt1400570,7.6,15
tt14005706,9.4,16
tt1400572,8.1,19
tt1400574,7.5,819
tt1400575,8.3,63
tt1400577,6.0,9
tt1400580,5.6,1196
tt1400584,7.5,56
tt14005932,1.6,17
tt1400601,6.3,49
tt14006012,7.5,11
tt1400602,6.8,32
tt14006036,7.4,21
tt1400605,8.6,8
tt1400606,6.6,62
tt1400607,7.7,242
tt14006088,1.6,17
tt1400620,6.9,15
tt1400628,5.8,7
tt14006298,6.7,120
tt1400631,7.5,11
tt14006348,1.6,17
tt1400637,7.4,8
tt1400638,7.9,8
tt1400641,6.6,5
tt1400652,9.1,3273
tt14006530,3.5,376
tt1400654,8.6,2691
tt14006552,1.7,16
tt14006632,7.9,62
tt14006742,8.1,29
tt14006774,1.6,17
tt14006802,5.9,37
tt14006910,3.8,6
tt1400692,7.2,30
tt1400693,6.8,27
tt1400694,7.1,25
tt1400695,7.2,17
tt1400696,6.2,29
tt1400697,7.3,30
tt1400698,6.9,31
tt1400699,7.2,30
tt1400700,7.2,28
tt1400701,6.9,28
tt1400702,6.8,23
tt1400703,7.1,29
tt1400704,6.3,25
tt1400705,6.4,28
tt1400706,6.4,23
tt1400707,6.7,24
tt1400708,6.9,25
tt1400709,6.8,33
tt1400710,6.3,34
tt1400711,6.1,27
tt1400712,6.6,28
tt1400713,7.0,28
tt1400714,7.0,33
tt1400715,7.3,22
tt14007190,2.5,20
tt14007288,6.7,807
tt14007296,5.1,231
tt14007332,6.8,8
tt1400736,6.5,204
tt1400744,8.2,17
tt1400745,5.4,10
tt14007532,1.6,17
tt14007604,8.0,9
tt14007616,7.9,28
tt14007640,6.4,7
tt1400766,6.2,16
tt14007734,1.6,17
tt14007878,9.4,20
tt14007920,7.7,8
tt1400793,9.1,10
tt14007948,6.8,97
tt14007996,6.8,90
tt14008002,5.5,73
tt14008182,7.5,14
tt1400819,8.7,6575
tt1400820,9.3,43
tt14008208,8.2,7
tt1400822,8.0,33
tt14008230,8.0,7
tt14008268,5.9,541
tt1400843,8.2,98
tt1400844,8.2,92
tt14008444,7.9,23
tt1400845,5.9,68
tt1400847,7.8,20
tt1400848,8.2,25
tt14008552,5.5,26
tt14008556,7.4,11
tt14008590,7.4,27
tt14008616,7.8,102
tt14008634,5.7,18
tt14008642,7.1,20
tt14008654,7.5,8
tt14008662,9.7,11
tt14008678,7.3,7
tt14008680,7.3,7
tt1400869,8.5,12
tt14008738,7.0,10
tt14008810,6.8,22
tt1400883,6.6,20
tt1400884,7.2,13
tt1400889,8.5,8
tt14008974,8.2,31
tt14009024,8.3,28
tt14009072,8.7,29
tt1400911,8.3,123
tt1400912,6.6,10
tt14009244,7.3,15
tt14009286,6.8,8
tt1400939,7.6,745
tt1400940,7.8,631
tt1400941,8.0,684
tt1400942,7.9,652
tt14009424,8.6,14
tt1400943,8.0,617
tt1400944,7.3,865
tt14009466,7.9,33
tt14009550,7.3,1823
tt14009552,4.4,11
tt14009556,5.5,21
tt14009568,8.0,10
tt14009580,6.8,12
tt14009584,6.1,14
tt14009590,6.7,12
tt14009594,8.1,5586
tt1400962,8.5,27
tt14009626,7.8,9
tt1400965,8.2,68
tt14009686,7.9,34
tt14009690,7.2,13
tt14009720,8.7,25
tt1400974,7.8,41
tt1400975,6.6,965
tt14009806,6.1,13
tt14009810,6.9,7
tt14009832,8.2,293
tt14009850,6.8,167
tt1400986,7.8,233
tt1400991,7.9,8
tt14009940,6.6,31
tt14009946,6.8,35
tt1400995,7.2,30
tt1400996,7.5,30
tt1400997,6.9,32
tt1400998,7.5,30
tt1401000,7.1,23
tt1401001,6.9,24
tt1401002,7.2,24
tt1401003,6.9,24
tt1401004,7.1,25
tt1401005,7.6,24
tt1401006,6.7,12
tt14010086,7.2,13
tt14010168,6.8,3049
tt1401017,7.6,900
tt1401018,6.6,921
tt1401019,7.9,895
tt14010212,8.1,1333
tt14010218,7.5,8
tt1401022,5.0,5
tt1401037,5.0,5
tt14010416,4.6,55
tt14010516,4.0,1026
tt1401052,7.4,16
tt1401053,6.4,53
tt1401054,8.3,58
tt1401055,8.1,59
tt1401056,6.7,116
tt1401057,7.9,655
tt1401058,8.2,673
tt1401059,7.5,659
tt1401060,7.5,628
tt1401061,7.6,624
tt1401062,8.0,682
tt1401070,8.1,76
tt1401095,7.9,20
tt1401096,6.0,26
tt1401098,7.3,29
tt1401100,7.6,202
tt1401101,7.6,23
tt1401103,7.1,118
tt1401105,5.8,8
tt1401106,7.6,2553
tt1401107,6.5,72
tt1401108,6.4,35
tt14011090,7.5,362
tt1401113,6.5,10767
tt1401119,3.3,19
tt1401121,4.9,101
tt1401123,7.8,44
tt1401124,6.5,59
tt1401125,8.1,15
tt1401126,8.8,75
tt1401130,8.8,108
tt14011334,9.3,11
tt14011336,8.4,13
tt14011344,9.2,19
tt14011346,8.9,15
tt14011348,8.9,16
tt14011350,8.8,14
tt14011356,8.4,19
tt14011366,9.5,71
tt1401138,4.7,10
tt1401143,6.6,33980
tt1401147,5.8,127
tt1401148,6.9,24
tt14011484,8.6,8
tt1401150,6.1,38
tt1401151,6.0,9
tt1401152,6.8,273846
tt1401156,8.2,10
tt1401157,6.9,10
tt14011592,8.2,60
tt14011606,8.6,44
tt14011608,8.7,44
tt14011612,6.8,10
tt14011614,8.6,42
tt14011618,8.6,44
tt1401164,8.2,7
tt14011660,6.3,7
tt1401170,6.6,11
tt1401171,8.0,39
tt14011752,7.5,737
tt14011766,7.5,623
tt14011774,7.6,533
tt1401179,7.8,479
tt14011802,7.2,22
tt1401181,8.0,5
tt1401185,8.8,38
tt14011882,7.3,67
tt14011884,5.9,34
tt14011886,7.2,30
tt14011910,7.7,5065
tt14011912,7.1,15
tt1401192,7.0,15
tt14011954,6.8,510
tt1401196,5.6,9
tt1401197,9.2,14
tt1401198,5.5,155
tt14011980,6.9,22
tt1401200,9.2,7
tt1401201,6.5,11
tt14012034,6.0,719
tt1401205,6.5,14
tt14012054,7.3,14
tt1401206,9.2,6
tt1401207,7.4,34
tt14012070,6.9,87
tt14012076,7.0,76
tt14012078,7.2,71
tt1401208,5.6,42
tt14012082,7.2,67
tt14012086,6.8,5
tt14012088,6.9,65
tt14012134,5.2,198
tt14012138,6.1,11
tt1401221,6.0,51
tt1401223,5.1,22
tt1401224,4.3,13
tt14012272,3.4,16
tt14012282,4.5,10
tt14012292,4.2,9
tt14012294,4.2,6
tt14012300,4.3,7
tt14012306,4.2,6
tt14012310,4.2,7
tt1401235,8.3,116
tt14012350,1.9,26
tt1401236,4.3,1972
tt1401237,6.3,41
tt14012376,4.7,8
tt1401239,4.3,89
tt1401240,6.4,263
tt14012400,1.9,24
tt1401241,3.9,292
tt1401242,7.0,99
tt14012424,7.1,43
tt1401245,4.5,183
tt1401248,9.0,8
tt1401252,7.2,28
tt1401253,6.2,420
tt1401255,5.2,73
tt1401256,8.6,43
tt14012572,2.7,409
tt14012576,6.6,59
tt14012734,5.8,90
tt14012880,8.6,16
tt14012942,6.0,7
tt14013070,5.5,24
tt14013094,8.1,63
tt14013100,3.5,14
tt14013106,7.2,15
tt1401312,8.6,47
tt14013132,7.9,20
tt1401314,6.6,45
tt1401315,6.3,42
tt14013156,5.7,24
tt1401316,6.5,40
tt1401317,6.5,42
tt1401318,6.7,49
tt1401319,6.6,47
tt1401320,6.6,53
tt1401321,6.7,48
tt14013220,9.0,247
tt14013222,6.2,158
tt14013230,6.6,298
tt14013236,6.4,298
tt1401330,8.8,8
tt14013304,6.4,112
tt1401331,8.7,9
tt1401332,8.0,8
tt1401333,6.7,9
tt1401334,7.5,9
tt1401335,8.4,8
tt1401336,8.8,8
tt1401337,8.2,8
tt1401338,8.5,9
tt1401339,8.7,9
tt14013452,5.2,174
tt14013598,7.9,11
tt1401363,6.1,11
tt14013772,4.2,4801
tt14013804,6.8,10
tt14013958,6.8,8
tt14013974,6.7,18
tt14013996,9.0,16
tt1401400,7.9,96
tt14014008,8.8,15
tt14014030,7.7,54
tt14014068,5.5,4218
tt14014078,6.6,1155
tt14014082,8.7,7
tt14014086,5.5,1714
tt1401410,7.2,10
tt14014104,9.1,1748
tt14014144,5.7,265
tt14014162,9.0,45
tt14014168,7.7,33
tt1401420,5.5,7
tt14014254,8.5,28
tt14014336,4.6,5
tt14014496,4.6,106
tt14014530,4.1,15
tt14014570,1.7,16
tt14014606,5.0,9
tt14014646,8.7,18
tt14014750,1.7,16
tt14014842,5.9,8
tt14014898,7.5,2330
tt14014918,1.7,16
tt14014922,6.1,9
tt1401498,8.6,60
tt1401499,8.8,67
tt1401500,7.0,64
tt14015000,5.7,8
tt1401501,8.4,69
tt1401502,8.2,67
tt1401503,8.6,60
tt1401504,8.2,79
tt1401505,7.5,57
tt1401506,7.4,57
tt1401507,7.8,68
tt1401508,6.9,79
tt1401509,8.2,60
tt14015094,7.2,6
tt1401510,8.7,63
tt14015100,6.1,8
tt1401511,9.4,91
tt1401512,8.2,57
tt14015122,5.5,8
tt1401513,7.6,63
tt14015138,6.7,8
tt1401514,8.2,67
tt14015144,6.9,14
tt1401515,9.1,74
tt1401516,6.9,72
tt1401517,7.5,59
tt1401518,7.9,55
tt1401519,8.5,61
tt1401520,8.1,58
tt14015200,6.3,10
tt1401521,8.1,57
tt1401522,8.9,66
tt1401523,5.6,56
tt1401524,7.7,56
tt1401525,7.4,82
tt1401526,7.0,84
tt1401527,8.0,56
tt1401528,8.4,64
tt1401529,6.5,62
tt14015290,1.7,16
tt14015296,8.1,47
tt1401530,7.1,58
tt14015304,6.3,63
tt1401531,8.5,60
tt1401534,6.4,7
tt14015432,7.3,61
tt14015508,1.7,16
tt14015530,6.5,8
tt1401562,6.8,23
tt1401563,6.0,45
tt14015652,2.6,18
tt1401567,9.4,11
tt14015672,8.3,937
tt1401570,8.2,15
tt1401571,4.8,15
tt14015724,5.9,12
tt14015744,7.3,14
tt1401580,6.6,10
tt1401582,8.9,23
tt14015820,9.2,29
tt14015854,8.0,16
tt14015858,9.2,5
tt14015860,8.7,11
tt1401587,8.2,8
tt1401588,8.6,6
tt14015888,4.5,22
tt1401589,7.0,11
tt14015916,2.6,18
tt1401594,6.9,39
tt1401595,8.1,12
tt1401597,3.8,104
tt1401599,6.2,9
tt1401602,7.3,11
tt14016038,6.9,38
tt14016048,5.7,24
tt1401605,8.0,8
tt14016058,7.0,28
tt1401607,4.8,1423
tt1401608,8.7,35
tt1401609,9.0,95
tt1401610,6.6,19
tt14016126,9.6,32
tt1401613,7.5,9
tt14016164,2.5,18
tt1401618,3.6,29
tt14016198,8.6,12
tt14016204,7.4,977
tt1401621,6.4,1834
tt1401622,6.4,904
tt14016222,6.3,8
tt14016230,6.9,9
tt1401624,7.2,12
tt14016240,6.8,8
tt14016244,7.0,8
tt1401625,5.8,463
tt14016256,7.0,9
tt14016264,1.7,16
tt1401627,6.4,78
tt14016272,5.9,23
tt14016284,8.7,197
tt1401629,6.7,15
tt14016298,8.5,52
tt1401631,4.2,705
tt1401632,10.0,6
tt14016348,9.1,15
tt1401635,6.8,9
tt14016350,7.3,8
tt14016352,8.0,9
tt1401636,6.3,3566
tt1401638,8.6,21
tt14016406,1.7,16
tt1401642,7.2,76
tt1401643,6.8,3096
tt1401646,7.7,18
tt1401647,7.7,14
tt14016480,1.3,9
tt1401650,6.4,313
tt14016500,7.3,51771
tt14016506,6.8,26
tt1401651,7.5,21
tt1401652,7.4,9
tt1401654,5.8,7
tt14016550,6.6,7
tt14016552,6.8,7
tt14016556,7.2,6
tt1401656,7.1,2933
tt14016560,7.2,6
tt14016562,6.8,29
tt1401657,7.4,1154
tt14016570,8.5,7
tt14016574,6.5,3805
tt14016600,7.8,7
tt1401661,5.7,22
tt1401663,6.1,204
tt1401664,6.0,205
tt14016640,8.5,8
tt14016642,7.8,6
tt14016644,8.3,7
tt14016646,8.4,7
tt14016648,8.1,7
tt14016658,8.3,7
tt14016660,8.0,7
tt14016662,8.4,7
tt14016666,8.3,6
tt14016668,6.2,6
tt14016670,8.3,6
tt14016672,8.3,6
tt1401668,5.4,734
tt14016682,6.4,23
tt1401669,6.9,304
tt14016690,5.5,23
tt1401670,6.4,11
tt1401672,6.8,1117
tt14016722,5.2,5
tt1401674,3.3,168
tt1401675,4.5,54
tt14016760,6.1,79
tt1401677,6.6,29
tt14016776,9.2,12
tt14016778,7.6,183
tt1401678,5.6,152
tt1401680,5.8,13
tt1401681,6.8,275
tt1401682,6.6,27
tt14016830,4.1,1724
tt1401684,6.2,46
tt1401686,7.7,32
tt14016860,7.4,17
tt1401687,7.2,154
tt1401689,5.8,524
tt14016896,7.0,10
tt1401690,5.6,515
tt1401692,4.2,211
tt1401693,9.0,14
tt14016930,5.1,46
tt1401697,7.3,19
tt1401700,6.0,73
tt1401701,6.4,99
tt14017014,8.4,8
tt14017018,6.7,261
tt14017020,8.2,7
tt14017026,8.3,7
tt14017028,8.3,8
tt14017034,8.3,7
tt14017036,8.3,7
tt14017038,8.4,6
tt14017044,8.2,7
tt14017046,8.1,8
tt1401705,6.8,16
tt1401706,6.4,73
tt1401708,8.1,131
tt14017080,7.1,10
tt1401709,8.8,93
tt14017094,9.1,1575
tt1401710,7.5,48
tt14017100,9.6,3858
tt1401711,6.8,197
tt14017114,7.8,15
tt14017116,5.6,44
tt1401712,6.5,26
tt14017122,5.8,401
tt14017130,7.2,73
tt14017138,6.7,37
tt14017174,4.0,106
tt1401718,7.0,10
tt14017186,7.0,9
tt1401719,5.6,194
tt1401720,7.0,18
tt1401723,7.7,11
tt14017278,8.3,19
tt14017292,7.8,6
tt1401730,8.4,193
tt14017324,8.2,5
tt1401733,8.9,14
tt1401734,7.8,19
tt14017408,9.3,14
tt14017418,6.7,14
tt1401747,5.8,13
tt14017492,5.6,49
tt14017608,6.7,234
