nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm11055867,Ivan Urbanovic,,,miscellaneous,tt11120276
nm11055868,Stefan Závadský,,,miscellaneous,tt11120276
nm11055869,Rodrigue Missemer,,,location_management,tt11026634
nm1105587,Bernd Klinkert,,,art_department,"tt0305102,tt0082791,tt0075474,tt0087400"
nm11055870,Léontine Nivet,,,sound_department,tt11026634
nm11055871,Aleksandr Ibragimov,,,"miscellaneous,cinematographer","tt11115760,tt5006498"
nm11055872,Daniella Alfimova,,,costume_designer,tt11115760
nm11055873,Linda Boyd,,,actress,"tt21960448,tt14840356,tt17423908,tt27581100"
nm11055874,Janet Benn,,,actress,tt17423908
nm11055875,Peter Thomas,,,actor,
nm11055876,Harriet Ahu-Darkwah,,,"costume_department,make_up_department",tt11120142
nm11055877,Ka'Veon Leonard,,,sound_department,tt11120142
nm11055878,Djordje Milic,,,camera_department,tt7454766
nm11055879,Harry Regan,,,actor,tt11120298
nm1105588,Christine Kloock,,,actress,tt0257217
nm11055880,Poppy Simpson,,,actress,tt11120298
nm11055881,Mia Brown,,,producer,tt11120298
nm11055882,Bhawesh Vasnani,,,"actor,assistant_director,editor","tt11120298,tt35634883"
nm11055883,Samuel Kirkman,,,art_department,tt11120298
nm11055884,Caspar Bayliss,,,"camera_department,miscellaneous","tt11120298,tt6992870"
nm11055885,Maggie Lan,,,camera_department,tt11120298
nm11055886,Pablo Moon,,,sound_department,tt11120298
nm11055889,Qing Han,,,actor,tt11120302
nm1105589,Roger Klorese,,,producer,"tt0303321,tt3990976,tt1865407"
nm11055890,Brittany Wiley,,,set_decorator,tt11120142
nm11055891,Jayla McNeill,,,miscellaneous,tt11120142
nm11055892,Zaria Beulah,,,miscellaneous,tt11120142
nm11055893,Satvi Sunkara,,,"miscellaneous,producer,production_manager","tt0103396,tt18362992,tt6669858,tt11161044"
nm11055894,Biljana Paunov,,,,tt7454766
nm11055895,Djurdja Katic,,,,tt7454766
nm11055896,Maja Popovic,,,,tt7454766
nm11055897,Janie Christophersen,,,art_department,tt0307803
nm11055898,Thomas Smith,,,actor,"tt36561720,tt21311210,tt12595398"
nm11055899,Øystein Runde,,,"director,actor,writer","tt30192436,tt11120354"
nm1105590,Joseph Steven,1956.0,,"actor,producer,writer","tt2039393,tt0796366,tt0247087,tt0272152"
nm11055901,John F. Scott,,,sound_department,"tt10974674,tt31848767"
nm11055902,Samuella Appiah,,,,
nm11055903,Padraig Robinson,,,"director,writer,editor","tt11854042,tt25730202,tt22047584"
nm11055904,Luiza Stokebrand,,,miscellaneous,tt20224202
nm11055906,Dylan O'Brien,,,actor,tt10035162
nm11055907,Colin O'Brien,,,actor,"tt17543896,tt6166392,tt27714946,tt12908110"
nm11055908,Rinia Rijker,,,actress,"tt15315398,tt11070738"
nm1105591,Jacques Klöters,,,"writer,production_manager,miscellaneous","tt1388902,tt2032428,tt0271905,tt7518732"
nm11055910,Ramby Cormier,,,,tt10609888
nm11055911,Tommy Chaisson,,,,tt10609888
nm11055912,Nick Chaisson,,,,tt10609888
nm11055913,Chad Chaisson,,,miscellaneous,"tt11965986,tt10609888"
nm11055914,Jessica Kratzer,,,,tt10609888
nm11055915,Barb Ann Deshotel,,,,tt10609888
nm11055916,Roxanne Alexander,,,,tt10609888
nm11055917,Scott Lewis,,,,tt10609888
nm11055918,Evelyn Daniels,,,,tt10609888
nm11055919,Jeff Daniels,,,,tt10609888
nm1105592,Monika Knauf,1968.0,,make_up_department,"tt10545296,tt0806910,tt6047482,tt18273362"
nm11055920,Chris Ivey,,,,tt10609888
nm11055921,Hannah Conner,,,,tt10609888
nm11055922,Andrew Newman,,,,tt10609888
nm11055923,Sonya Benoit Beard,,,,tt10609888
nm11055924,Chad Richard,,,,tt10609888
nm11055925,Jamie Trahan,,,,tt10609888
nm11055926,Frankie Richard,,,,tt10609888
nm11055927,Michelle Rosoff,,,,
nm11055929,Sarah Elizabeth Kepins,,,actress,"tt12282912,tt11120142,tt12186678,tt15096002"
nm11055930,Nathaniel Cid-Vasquez,,,actor,tt11120142
nm11055931,Tyreese Jerome,,,actor,tt11120142
nm11055935,Chris Reese,,,,
nm11055936,Anthony Pellegrini,,,producer,tt10109698
nm11055937,Vipul Shah,,,"director,writer","tt6673402,tt11120394"
nm11055938,Mike Schondek,,,,
nm1105594,Tricia Knights,,,costume_designer,tt0277575
nm11055941,Ronnie Wilson,,,actor,tt11120412
nm11055942,Curt Hutchison,,,actor,tt11120412
nm11055943,Brenda Sutton,,,actress,tt11120412
nm11055944,Cynthia Tipton,,,actress,tt11120412
nm11055945,Lori Emert,,,actress,"tt0309152,tt11120412"
nm11055946,Harold Emert,,,actor,tt11120412
nm11055947,Isa Infante,,,actress,tt11120412
nm11055949,Ruth Cain,,,actress,tt11120412
nm1105595,Arthur Koch,,,production_manager,"tt0018488,tt0018681"
nm11055950,Curtisdene Nelson,,,actress,tt11120412
nm11055951,Mildred McCann,,,actress,tt11120412
nm11055952,Anne Parker,,,actress,tt11120412
nm11055953,Bonnie Case,,,actress,tt11120412
nm11055954,Tina Fain,,,actress,tt11120412
nm11055955,Greg Izard,,,actor,tt11120412
nm11055956,Tammy Johnson,,,actress,tt11120412
nm11055957,Susan Underwood,,,actress,tt11120412
nm11055958,Joanne Zahorsky,,,actress,tt11120412
nm11055959,Robert Reeves,,,actor,tt11120412
nm1105596,Achaiah Chowdary Koduru,,,actor,tt0254475
nm11055960,Peyton Wilson,,,actress,tt11120412
nm11055961,Junior Sutton Jr.,,,actor,tt11120412
nm11055963,Glen Glover,,,actor,tt11120412
nm11055964,Deborah Smalling,,,actress,tt11120412
nm11055965,Paul Rom,,,actor,tt11120412
nm11055966,Big Al Campbell,,,actor,tt11120412
nm11055967,Victor Agreda,,,actor,"tt35309781,tt11120412"
nm11055968,Jim Conn,,,"actor,production_designer",tt11120412
nm11055969,David Eilert,,,actor,tt11120412
nm1105597,Ninette Kohley,,,"producer,miscellaneous","tt0218791,tt0272183,tt0136639,tt0158854"
nm11055970,Lisa Mynatt,,,actress,tt11120412
nm11055971,Firiel Harbin,,,actress,tt11120412
nm11055972,Johnathan Meeford,,,actor,tt11120412
nm11055973,Nancy Brenan Strange,,,actress,tt11120412
nm11055974,Robby Griffith,,,actor,tt11120412
nm11055975,Fay Martin,,,actress,tt11120412
nm11055976,Amy Gibson,,,actress,tt11120412
nm11055977,Daniel Mounger,,,actor,tt11120412
nm11055978,John Travis Taylor,,,actor,tt11120412
nm11055979,Jennifer Faris,,,actress,tt11120412
nm1105598,Kôtarô Koizumi,1978.0,,actor,"tt14354276,tt0765424,tt0442734,tt1050624"
nm11055980,Al 7 Marty Rom,,,actor,tt11120412
nm11055982,Jax Tranchida,,,miscellaneous,"tt16223374,tt11084404,tt1494843,tt1785123"
nm11055983,Adewole Lipede,,,miscellaneous,tt11084404
nm11055984,William Arroyo,,,miscellaneous,tt11084404
nm11055985,Michael McCarthy,,,miscellaneous,tt11084404
nm11055986,Aroa Gonrod,,,actress,tt10719526
nm11055987,Niels Nibbeling,,,"director,writer,editor",tt11120434
nm11055988,Kevin Boschker,,,"director,editor",tt11120434
nm11055989,Geert Romer,,,producer,tt11120434
nm1105599,Ichirô Kojima,,,actor,"tt0305075,tt15054124,tt0330536,tt0383672"
nm11055990,Pieter Schouten,,,camera_department,tt11120434
nm11055991,Skip Rink,,,"cinematographer,editor",tt11120434
nm11055992,Ruben Bouwmeester,,,sound_department,tt11120434
nm11055993,Daan Epskamp,,,"camera_department,editor",tt11120434
nm11055994,Jorg Nibbeling,,,camera_department,tt11120434
nm11055995,Michelle Martinez,,,actress,tt11120438
nm11055996,Ryan MacGavin,,,,
nm11055997,Brent Harris,,,director,tt11120444
nm11055998,Norton O'Donnell,,,actor,tt11120444
nm11055999,Chappies Gallant,,,actor,tt11120444
nm1105600,Panos Kokidis,,,"writer,director","tt6600096,tt1322969,tt5765290,tt5530094"
nm11056000,Joshua Chisholm,,,actor,tt11120444
nm11056001,Brent Harris,,,writer,tt11120444
nm11056002,Jon Ronbeck,,,producer,tt11120444
nm11056003,Matt Factor,,,producer,"tt11241322,tt23864862,tt11120444"
nm11056005,Anne-Laure D'Hooghe,,,editor,"tt31945742,tt11120444,tt26598352"
nm11056006,Martin Leroy,,,editor,tt11120444
nm11056007,Monique Murray,,,"casting_director,sound_department","tt11638246,tt11120444"
nm11056008,Chris Geils,,,casting_director,tt11120444
nm11056009,Rishu choudhury's,,,,
nm1105601,Agnieszka Echallier,,,"make_up_department,miscellaneous,special_effects","tt0296572,tt0460780,tt6214928,tt0242998"
nm11056011,Takuzo Nagano,,,animation_department,"tt10534392,tt2141749"
nm11056013,Masako Arakawa,,,art_department,tt10534392
nm11056014,Idumi Sakamoto,,,art_department,tt10534392
nm11056019,Yukari Hayakawa,,,producer,tt10534392
nm1105602,Carlos Koller,,,assistant_director,"tt0291653,tt0227872,tt0226715,tt0227907"
nm11056020,Richard Mark Honeywood,,,,
nm11056021,Mark Boyle,,,,
nm11056022,Oli Chance,,,"director,writer",tt21203658
nm11056023,Toshihiko Kuriaki,,,miscellaneous,tt10534392
nm11056024,Atsuko Fukami,,,miscellaneous,tt10534392
nm11056025,Youki Iwabuchi,,,miscellaneous,tt10534392
nm11056026,Fumihiko Takahara,,,"producer,miscellaneous","tt11628620,tt27865962,tt10534392,tt6348126"
nm11056027,Kenta Hashiba,,,miscellaneous,tt10534392
nm11056028,Daichi Kondou,,,miscellaneous,tt10534392
nm11056029,Anna Miyazaki,,,miscellaneous,tt10534392
nm1105603,Colleen Kolter,,,actress,tt0168563
nm11056030,Yukio Kawasaki,,,miscellaneous,tt10534392
nm11056031,Masaki Nawata,,,"miscellaneous,producer","tt11819890,tt27521477,tt11478236,tt0498536"
nm11056032,Makoto Wada,,,"miscellaneous,actor","tt0235679,tt11819890,tt0347791,tt0210234"
nm11056033,Rei Marumo,,,"miscellaneous,producer","tt11819890,tt10766468,tt26684398,tt13706018"
nm11056034,Mutsumi Tokunaga,,,"miscellaneous,producer","tt11819890,tt10766468,tt8108230,tt9081300"
nm11056035,Stephanie Cheng,,,production_manager,tt10534392
nm11056036,Alex Robertson,,,miscellaneous,tt10534392
nm11056037,Ksenija Radjenovic,,,actress,"tt21237484,tt9861884"
nm11056038,Joshua Mutter,,,"visual_effects,animation_department","tt1462764,tt6105098,tt4574334,tt9737326"
nm11056039,Matt Felker,,,talent_agent,
nm1105604,Ryohei Kondo,1968.0,,"miscellaneous,actress","tt1010055,tt0304262,tt0978545"
nm1105605,Houssman Kone,,,actor,"tt0197732,tt0246615,tt0166927,tt0330024"
nm11056056,Nela Hálová,,,actress,tt4538820
nm11056057,Nikola Hanysová,,,actress,tt4538820
nm11056058,Vojtech Valousek,,,actor,tt4538820
nm11056059,Tomás Tesarczyk,,,actor,tt4538820
nm11056061,Leo W Barron,,,"miscellaneous,actor","tt20055990,tt15169912,tt12273190"
nm11056062,Dani Frances,,,"writer,actress,editor","tt11120478,tt11126902,tt11357336,tt6834318"
nm11056063,Davis Grant,,,"writer,actor,editor","tt11120478,tt11252384,tt11459150,tt11458474"
nm11056064,Eli Berke,,,actor,tt11120478
nm11056065,Jane Palacios,,,actress,tt11120478
nm11056066,Jake Ryan,,,actor,"tt9201172,tt27337689,tt33034253,tt28626359"
nm11056067,Emily Richardson,,,actress,tt11120478
nm11056068,Brooke K. Rader,,,"producer,actress,writer","tt12274718,tt11120478,tt6834318"
nm11056069,Rishabh Tiwari,,,,
nm1105607,Fyodor Konushkin,,,actor,tt0271080
nm11056070,Ronald Jones-Bey,,,,
nm11056071,Joseph Samimi,,,actor,tt16369304
nm11056072,Brodie Primrose,,,camera_department,tt11120504
nm11056073,Chee Ling Man,,,make_up_department,tt11120504
nm11056074,Mike Harris,,,camera_department,tt7811942
nm11056075,Aisling Lyford,,,,
nm11056076,Luc-Olivier Cloutier,,,"director,cinematographer,editor",
nm11056077,Marie-Ève Hébert,,,director,
nm11056078,Khaled Chafik,,,,
nm11056079,Jagger Daniels,,,,
nm1105608,Hartmut Kopp,,,actor,tt0257217
nm11056080,Desmond Burch,,,,
nm11056081,Shalavia Lee,,,,
nm11056082,Anna Volz,,,,
nm11056083,Mathias Volz,,,,
nm11056084,Leah Gayer,,,actress,"tt0408381,tt0241383"
nm11056086,Steve Brooks,,,camera_department,tt0125428
nm11056087,David Moore,,,camera_department,tt0125428
nm11056088,Eric Hoffman,,,,
nm1105609,Brittani Kordic,1987.0,,actress,tt0168563
nm11056092,Alekzander Caiati,,,"writer,camera_department,editor","tt14809686,tt11096608"
nm11056093,Caitlin Whitaker,,,"writer,director,producer","tt15334032,tt8005626,tt14146836,tt0313038"
nm11056094,Amberly Michele,,,actress,tt11120548
nm11056095,Saadin Dassum,,,"director,writer,animation_department",
nm11056096,Alexis Carrier,,,,
nm11056097,Jennifer Gostin,,,writer,tt11120556
nm11056098,Marshall Amores,,,legal,
nm11056099,Fred Irwing,,,actor,tt0136205
nm1105610,Adele Korlyk,,,actress,tt0154100
nm11056102,Rebi Jordan,,,"actress,writer,producer","tt34614972,tt11127100,tt32195490,tt36828171"
nm11056103,Noral Alcorn,,,,
nm11056108,Mark Compton,,,,
nm11056109,Elizabeth Hoover,,,,
nm1105611,Fedor Kornev,1912.0,1993.0,cinematographer,tt0028022
nm11056110,Scott McBribe,,,,
nm11056113,Adam Cohen,,,,
nm11056117,Donna Siegars,,,,
nm11056119,Joseph Goldman,,,,
nm1105612,Sveta Korostelyna,,,actress,tt0305234
nm11056121,Phil Hatmaker,,,,
nm11056123,Danny Harb,,,,
nm11056125,Charles Maland,,,,
nm11056126,Julie A. Martrin,,,,
nm11056127,Glenn Morgan,,,,
nm1105613,Nicole Kortlüke,1976.0,,"editor,editorial_department","tt26188684,tt2859584,tt2278988,tt0424992"
nm11056131,Kevin and Vickie Pack,,,,
nm11056133,Alex Carneiro,,,,
nm11056134,Jason William Raynovich,,,composer,"tt11121212,tt33362173,tt11120570"
nm11056135,Emilie Vukovich,,,make_up_department,tt11120570
nm11056136,Gary Frederick,,,art_department,tt9628244
nm11056137,Sandy Hurst Ford,,,production_manager,tt11120412
nm11056138,Ben Shenton,,,,"tt6022978,tt0271894,tt10478020"
nm11056139,Bill Hamilton-Byrne,,,,tt10478020
nm1105614,Renee Korus,,,editor,tt0305323
nm11056140,Barb Manuel Swan,,,,
nm11056141,Alexis Hoehn,,,actress,tt11120532
nm11056142,Tori Gideon,,,actress,"tt13050888,tt13045980,tt16385452,tt10464576"
nm11056143,Frank Jordan,,,,tt10681756
nm11056146,James Betts,,,,"tt10681756,tt1408430"
nm11056147,Steven Brattesani,,,,tt10681756
nm11056148,Tim Petersen,,,,"tt10681756,tt1408430"
nm11056149,Neal Coonerty,,,,tt10681756
nm1105615,Valeri Koshelev,,,actor,tt0271080
nm11056150,Casey Coonerty,,,,tt10681756
nm11056151,Rick Martinez,,,,tt10681756
nm11056152,Ceil Cirillo,,,,tt10681756
nm11056153,Luis Barretto,,,,tt10681756
nm11056154,Herb Powers Jr.,,,,
nm11056156,Gemini Elisabet Davis,,,"camera_department,actress,cinematographer","tt14700628,tt22041918,tt22167790,tt14989446"
nm11056157,Mandy Pack,,,art_department,tt11120412
nm11056158,Peyton Wilson,,,production_designer,tt11120412
nm11056159,Tony Terrebonne,,,,
nm1105616,Sedu Koskinen,1957.0,,"actor,producer","tt0372594,tt0323551,tt0342689,tt0294725"
nm11056161,Jemal Kechakhmadze,,,actor,tt11112422
nm11056162,Luka Matitaishvili,,,actor,tt11112422
nm11056163,Nino Jugheli,,,actress,tt11112422
nm11056164,Genadi Nikolaishvili,,,actor,tt11112422
nm11056165,Loretta Lawson Dickerson,,,"actress,writer,producer",tt11120592
nm11056166,Ta'lanna Monique Lawson Miller,,,"actress,cinematographer",tt11120592
nm11056167,Dwight Dickerson,,,"actor,cinematographer",tt11120592
nm11056168,Linda Talley,,,actress,tt11120592
nm11056169,Oleg Shchigorets,1973.0,2019.0,actor,"tt5220278,tt0459913"
nm1105617,Jacob Koskoff,,,"writer,producer,miscellaneous","tt2884018,tt5301662,tt0913413,tt10844728"
nm11056170,Geno Regist,,,,
nm11056171,Morgan McRae,,,composer,tt9129136
nm11056174,Warren Spohn,,,archive_footage,
nm11056175,Christopher Fry,,,actor,tt0337738
nm11056176,David Howard,,,actor,tt0337738
nm11056177,Paul Sheridan,,,actor,tt0337738
nm11056178,Eric Smith,,,actor,tt0337738
nm11056179,Michael Malone,,,actor,tt0337738
nm1105618,Dilip Kotalgi,,,"editor,editorial_department","tt0104561,tt0151150,tt0172574,tt0071541"
nm11056180,Janine Ashwell,,,,
nm11056181,Michelle Moss,,,actress,tt11120618
nm11056182,Jan van Cleeff,,,location_management,tt11120618
nm11056183,Jacklyn Boutwell,,,,
nm11056184,Brett Moody,,,,
nm11056185,Jess Fields,,,,
nm11056186,Kristy West,,,"art_department,art_director","tt12661338,tt16390162,tt13207736,tt10166602"
nm11056187,Braden Smith,,,,
nm11056188,Lindsey Klingensmith,,,,
nm11056189,Barbara Knocks,,,,
nm1105619,Kai von Kotze,,,"director,actor,assistant_director","tt10235250,tt10235172,tt0201169,tt2348918"
nm11056190,Dillon Fenley,,,,
nm11056191,Brad Brock,,,,
nm11056192,Michael Delfs,,,actor,tt0940902
nm11056193,Armagan Kucuk,,,"camera_department,cinematographer,miscellaneous","tt13810700,tt19394330,tt9131160,tt22044970"
nm11056194,"Kevin ""KD"" Davis",,,,
nm11056195,Jai Prakash Chouksey,,2022.0,writer,tt0436764
nm11056196,Andrea Lovely Velasco,,,actress,tt9129136
nm11056197,Stephen Leap,,,actor,tt9129136
nm11056198,Jay Shim,,,actor,tt9129136
nm11056199,Tae Le'Brae,,,actor,tt11120638
nm1105620,Giorgos Kouroupos,,,"composer,music_department","tt0257589,tt0257377,tt0255071,tt1071310"
nm11056200,Kinmen Hodge,,,cinematographer,tt11120638
nm11056203,Kirven Arrington,,,,
nm11056204,Tom Georges,,,,
nm11056205,Sebastian Alan Smith,,,writer,tt11120658
nm11056207,Riley Kerr,,,actor,tt11120660
nm11056209,Anthony Thomas Melillo,,,,tt10442032
nm1105621,Veljko Kovacevic,1912.0,1994.0,"writer,archive_sound","tt0192904,tt0070758,tt1418213,tt23333552"
nm11056210,Ken Downing,,,,
nm11056212,Marie-Michelle Veillette,,,make_up_department,tt11111784
nm11056213,Jessica Del Corpo,,,make_up_department,tt11111784
nm11056214,Destinee Ravenholt,,,actress,"tt11352784,tt13894244,tt13003906,tt11120666"
nm11056215,Harmonee Ravenholt,,,actress,"tt11352784,tt13003906,tt11120666"
nm11056216,Syience,,,soundtrack,
nm11056217,Coty Camacho,,,actress,"tt7708510,tt16589104,tt11041132,tt11120674"
nm11056218,Raúl Aragon,,,producer,"tt6142870,tt11120674"
nm11056219,Lea Le Ngoc,,,"miscellaneous,producer",tt11120674
nm1105622,Dasha Koval,,,actress,"tt0103967,tt0084012"
nm11056220,Beth Pina,,,"actress,writer,producer","tt11120680,tt16389894,tt11962082"
nm11056221,Eric Ganto,,,camera_department,tt9129136
nm11056222,Lala Omoteya,,,make_up_department,"tt9129136,tt28295842,tt12860916"
nm11056223,Alan Braverman,,,producer,tt11111286
nm11056224,Andrea Lipper,,,producer,tt11111286
nm11056225,Steve Gentry,,,"producer,actor","tt13616400,tt11111286,tt14298216"
nm11056226,Richard Woodcraft,,,"music_department,soundtrack",
nm11056227,Ariane Brière,,,"actress,art_department,art_director","tt21617918,tt11111784,tt14557058"
nm11056228,Christophe Voyer,,,"sound_department,editor,script_department","tt21114504,tt11111784,tt32195095,tt28107081"
nm1105623,Johnny K. Koval,,,actor,"tt0098786,tt12440032,tt1741698"
nm11056230,Jose Quiroga,,,director,tt11120708
nm11056231,Quiroga Jose,,,"writer,editor",tt11120708
nm11056232,Eva Hudson,,,"director,writer,producer",tt32384053
nm11056233,Huiwang Zhang,,,actor,"tt11120718,tt4504936"
nm11056234,Shannon Mostrom,,,actress,tt11120718
nm11056235,Marty Buhler,,,"actor,miscellaneous","tt2082415,tt11120718"
nm11056238,Tran Trung Dung,,,director,tt11120720
nm11056239,Nguyet Hang,,,actress,"tt11120720,tt19891772"
nm1105624,Georgi Kranzov,,,writer,tt0234484
nm11056240,Thao My,,,actress,tt11120720
nm11056241,Minh Phuoc,,,actor,tt11120720
nm11056242,Hà Anh Thu,,,writer,tt11120720
nm11056243,Nguyen Thanh Binh,,,cinematographer,tt11120720
nm11056244,Nirupama Rajendran,,,sound_department,"tt14992922,tt0115355,tt11646832,tt21356152"
nm11056245,Kayla Jackson,,,actress,tt1384597
nm11056246,Steve Hitter,,,,
nm11056247,Jakob Panton,,,,tt11120730
nm11056248,Lee Clift,,,art_department,tt1318007
nm11056249,Aran Kharpal,,,"art_department,camera_department,visual_effects","tt26687060,tt33350120,tt0380136,tt1318007"
nm1105625,Gabriele Kraus-Schöpe,,,"actress,stunts",tt0062019
nm11056250,Jessie Swanson,,,"producer,miscellaneous","tt10467076,tt1318007,tt9516768"
nm11056251,Eralda Marta,,,miscellaneous,"tt14184678,tt10467076,tt1318007,tt13672408"
nm11056252,Alfie White,,,"miscellaneous,producer","tt0324692,tt10467076,tt1318007,tt10147614"
nm11056253,Natazcha García,,,actress,
nm11056254,Merlin Vásquez,,,actress,
nm11056255,Tobías Kebler,,,actor,
nm11056256,María Quintero,,,actress,
nm11056257,Antonio Urdaneta,,,actor,
nm11056258,Jesús Dasmerces,,,actor,tt14171472
nm11056259,Melissa Nadal,,,actress,
nm1105626,Werner Krecek,,,"writer,miscellaneous","tt0085985,tt1885234,tt1885237,tt0806901"
nm11056260,Beatriz Ticali,,,actress,
nm11056261,Luis Felipe D'Elia,,,actor,"tt32134269,tt34420396"
nm11056262,Daniela Escalona,,,"actress,archive_footage","tt18483708,tt9458840,tt6447956,tt18295894"
nm11056263,Karla Fernández,,,actress,
nm11056264,Nerea Fernández,,,actress,"tt37614309,tt18271790"
nm11056265,Alberto Jaimes,,,actor,
nm11056266,Traci Morrow,,,actress,tt7541122
nm11056267,Francesco Mascaro,,,,
nm11056268,Andrea Mameli,,,actor,"tt15086202,tt35663349,tt3996656,tt2384642"
nm1105627,Georg Kreisler,1922.0,2011.0,"writer,actor,composer","tt12344856,tt0849411,tt0033946,tt33384192"
nm11056270,Daniele Marzeddu,,,"cinematographer,producer",tt11120762
nm11056271,Chip D'Amore,,,actor,tt11061730
nm11056272,Diandra Madriz,,,producer,"tt11120774,tt11142458,tt11198100"
nm11056273,Rozália Székely,,,actress,"tt14023652,tt5687204"
nm11056274,Camilla Tolberg,,,writer,"tt11120768,tt30820441,tt24753730"
nm11056275,Itsuka Shido,,,,
nm11056277,Krehyn Olalde,,,editor,"tt11142458,tt11198100"
nm11056278,Francisco Hernández,,,miscellaneous,tt0369103
